PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,CalendarYearIssued,StatusCurrent,StatusDate,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,TotalJobValuation,NumberOfFloors,HousingUnits,OriginalAddress1,OriginalZip,CouncilDistrict,Link,ProjectID,MasterPermitNum,Latitude,Longitude,Location,ContractorCompanyName,ContractorPhone
2015-097591 BP,R- 645 Demolition One Family Homes,Demolition,No,4510 AVENUE C,Total demolition of SF res built circa 1933,222070121,LOT 21 BLK 7 HYDE PARK ANNEX,6/3/2015,9/17/2015,2015,Final,2/11/2016,2/11/2016,2/11/2016,928,"5,000.00",1,1,4510 AVENUE C,78751,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11400172,11400172,11364114,30.31045926,-97.72995256,"(30.31045926, -97.72995256)",Mezger Homes,5125140409
2015-098115 BP,R- 645 Demolition One Family Homes,Demolition,No,1301 W 42ND ST,Total demo of home  circa 1940,221020308,E 48FT OF N 140FT BLK 8 HANCOCK LEWIS SUBD,7/22/2015,8/13/2015,2015,Final,11/15/2016,11/15/2016,11/15/2016,"1,130","3,000.00",1,1,1301 W 42ND ST,78756,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11400769,11400769,11389276,30.31132071,-97.74328748,"(30.31132071, -97.74328748)",Dooley Homes LLC,5129394299
2015-104211 BP,R- 645 Demolition One Family Homes,Demolition,No,6213 ORLEANS DR,Total demo of home  Located in floodplain  COA buyout,330030334,,8/27/2015,9/1/2015,2015,Expired,9/2/2017,9/1/2017,,"1,600","7,500.00",1,1,6213 ORLEANS DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11407657,11407657,11407398,30.16882066,-97.73989293,"(30.16882066, -97.73989293)",AAR Inc.,5127786800
2015-104218 BP,R- 645 Demolition One Family Homes,Demolition,No,7108 DIXIE DR,Total demo of home  Located in floodplain  COA buyout,330030405,LOT 5 BLK A ONION CREEK PLANTATIONS SEC 1,8/27/2015,9/1/2015,2015,Expired,9/2/2017,9/1/2017,,"1,600","7,500.00",1,1,7108 DIXIE DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11407668,11407668,11407390,30.17015704,-97.74001533,"(30.17015704, -97.74001533)",AAR Inc.,5127786800
2015-104224 BP,R- 645 Demolition One Family Homes,Demolition,No,7112 DIXIE DR,Total demo of home  Located in floodplain  COA buyout,330030407,LOT 7 BLK A ONION CREEK PLANTATIONS SEC 1,8/27/2015,9/1/2015,2015,Expired,9/2/2017,9/1/2017,,"1,600","7,500.00",1,1,7112 DIXIE DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11407676,11407676,11407372,30.17022137,-97.74033963,"(30.17022137, -97.74033963)",AAR Inc.,5127786800
2015-104831 BP,R- 645 Demolition One Family Homes,Demolition,No,1909 RIO GRANDE ST,Total demolition,212011515,LOT 12  N35FT LOT 3 OLT 23 DIV D HORSTS LOUIS SUBD,5/1/2015,8/28/2015,2015,Expired,8/29/2017,8/28/2017,,0,500,1,1,1909 RIO GRANDE ST,78705,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11408383,11408383,11341396,30.28357299,-97.74480843,"(30.28357299, -97.74480843)","Heart of Texas Demolition, LLC",5129091533
2015-105069 BP,R- 645 Demolition One Family Homes,Demolition,No,5220 CANELLA DR,Total demo of home  Located in flood plain  COA buyout,430010147,LOT 5 BLK P SILVERSTONE PHS 1 SEC 1,8/31/2015,9/1/2015,2015,Expired,9/2/2017,9/1/2017,,"2,200","7,000.00",1,1,5220 CANELLA DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11408656,11408656,11408548,30.17144626,-97.75318342,"(30.17144626, -97.75318342)",Building Abatement Demolition Co Inc,5127786069
2015-107037 BP,R- 645 Demolition One Family Homes,Demolition,No,2510 E 6TH ST,Total demo of home  circa 1939,203111101,,8/7/2015,9/9/2015,2015,Final,8/15/2016,8/15/2016,8/15/2016,906,"6,000.00",1,1,2510 E 6TH ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11410889,11410889,11397948,30.25877317,-97.71368333,"(30.25877317, -97.71368333)",MX3 Investments,5122702900
2015-108609 BP,R- 645 Demolition One Family Homes,Demolition,No,2306 FOREST AVE,Total demo of home  Circa 1948,403010604,LOT 7 BLK 5 LA PRELLE PLACE RESUB OF BLKS 46,8/21/2015,9/10/2015,2015,Final,8/30/2017,8/30/2017,8/30/2017,"1,014","5,000.00",1,1,2306 FOREST AVE,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11412688,11412688,11404613,30.24150177,-97.75616131,"(30.24150177, -97.75616131)",DAR Construction,5124534646
2015-112653 BP,R- 645 Demolition One Family Homes,Demolition,No,2504 S 6TH ST,Total demo of home  Circa 1948,403050206,LOT 3 BLK D LA PERLA,9/10/2015,10/29/2015,2015,Expired,3/20/2017,3/19/2017,,"1,200","7,000.00",1,1,2504 S 6TH ST,78704,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11417419,11417419,11413685,30.24178375,-97.76636945,"(30.24178375, -97.76636945)",Abode Modern Homes,5128484547
2015-112668 BP,R- 645 Demolition One Family Homes,Demolition,No,1919 PAYNE AVE,Total demo of home  Circa 1950,232040415,LOT 15 BLK C BELLAIRE,9/4/2015,9/18/2015,2015,Final,4/13/2016,4/13/2016,4/13/2016,750,"5,000.00",1,1,1919 PAYNE AVE,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11417434,11417434,11411234,30.33829512,-97.7356255,"(30.33829512, -97.7356255)",DAR Construction,5124534646
2015-114640 BP,R- 645 Demolition One Family Homes,Demolition,No,709 NORWALK LN,Total demo of home  circa 1941,111070813,LOT 53 MARLTON PLACE SEC 1,7/29/2015,9/23/2015,2015,Final,4/5/2016,4/5/2016,4/5/2016,784,"10,000.00",1,1,709 NORWALK LN,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11419644,11419644,11393122,30.28282832,-97.77455992,"(30.28282832, -97.77455992)",Gossett and Jones Homes Inc.,5123083366
2015-119435 BP,R- 645 Demolition One Family Homes,Demolition,No,2007 OXFORD AVE,Total demo of home  Circa 1937,100061305,LOT 2830 BLK B OAK HILL ADDN,8/26/2015,11/18/2015,2015,Final,8/5/2016,8/5/2016,8/5/2016,"1,058","8,000.00",1,1,2007 OXFORD AVE,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11425173,11425173,11406637,30.25037292,-97.7702119,"(30.25037292, -97.7702119)",Absolute Demolition,5129181989
2015-119443 BP,R- 645 Demolition One Family Homes,Demolition,No,1148 WEBBERVILLE RD,Total demo of home  circa 1935,209190113,ABS 22 SUR 29 TANNEHILL J C ACR 61,9/21/2015,10/5/2015,2015,Final,4/21/2016,4/21/2016,4/21/2016,900,"7,000.00",1,1,1148 WEBBERVILLE RD,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11425181,11425181,11418628,30.27707573,-97.6873954,"(30.27707573, -97.6873954)",Kata Homes Inc.,5122120747
2015-120625 BP,R- 645 Demolition One Family Homes,Demolition,No,914 PHILCO DR,Total demo of existing home  circa 195310915 NOV written  Demo work ongoing without Tree Permit  Tree Permit requiredTrees are not Protected per ECM 352 specs  Re inspection required  Re inspection fee owed 13300,410092001,,9/16/2015,10/7/2015,2015,Expired,11/9/2016,11/8/2016,,"2,424","5,800.00",1,1,914 PHILCO DR,78745,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11426559,11426559,11416711,30.22088608,-97.77912394,"(30.22088608, -97.77912394)","Moore-Tate Projects and Design, LLC",5125179333
2015-120668 BP,R- 645 Demolition One Family Homes,Demolition,No,1912 E 9TH ST,total demo of home  Circa 1951,205080912,S 6521FT OF LOT 10 BLK 19 GRANDVIEW PLACE,9/23/2015,10/6/2015,2015,Final,6/8/2016,6/8/2016,6/8/2016,0,"6,500.00",1,1,1912 E 9TH ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11426605,11426605,11420473,30.2641012,-97.72031281,"(30.2641012, -97.72031281)",,512
2015-120674 BP,R- 645 Demolition One Family Homes,Demolition,No,2100 ARPDALE ST,Total demo of home  Circa 1949,100080607,LOT 12 E 15 FT OF LOT 11 BLK 6 RABB INWOOD HILLS,9/25/2015,11/2/2015,2015,Final,3/14/2016,3/14/2016,3/14/2016,"1,152","7,000.00",1,1,2100 ARPDALE ST,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11426611,11426611,11421841,30.2488572,-97.7783207,"(30.2488572, -97.7783207)",DAR Construction,5124534646
2015-124121 BP,R- 645 Demolition One Family Homes,Demolition,No,1105 RUTH AVE,Total demo of home  Circa 1950,231080803,LOT 13 BLK B VIOLET CROWN HEIGHTS SEC 1,9/24/2015,10/15/2015,2015,Final,2/1/2016,2/1/2016,2/1/2016,0,"5,000.00",1,1,1105 RUTH AVE,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11430664,11430664,11421054,30.33651614,-97.72467714,"(30.33651614, -97.72467714)",SATTERFIELD ALBERT L & PAMELA PAMELA K,
2015-124301 BP,R- 645 Demolition One Family Homes,Demolition,No,7911 BROCKMAN ST,Total demo of home  Circa 1957,239060501,LOT 1 BLK C NORTH PLAINS,9/30/2015,10/15/2015,2015,Final,7/28/2016,7/28/2016,7/28/2016,0,"5,000.00",1,1,7911 BROCKMAN ST,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11430880,11430880,11424245,30.3565801,-97.72941812,"(30.3565801, -97.72941812)",DAR Construction,5124534646
2015-124403 BP,R- 645 Demolition One Family Homes,Demolition,No,516 LOCKHART DR,Total demo of home and detached shed  Circa 1939,302020315,LOT 16 BLK 5 BLUE BONNET HILLS,6/10/2015,12/4/2015,2015,Active,5/13/2016,12/4/2018,,889,"10,000.00",1,1,516 LOCKHART DR,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11430989,11430989,11368056,30.24338034,-97.74661439,"(30.24338034, -97.74661439)",Cornerstone Holdings,5128651998
2015-126726 BP,R- 645 Demolition One Family Homes,Demolition,No,7111 DIXIE DR,Total demo of home,330030524,LOT 11 BLK B ONION CREEK PLANTATIONS SEC 1,10/19/2015,10/20/2015,2015,Expired,10/21/2017,10/20/2017,,"1,600","7,500.00",1,1,7111 DIXIE DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11433697,11433697,11433080,30.16974371,-97.74024799,"(30.16974371, -97.74024799)",AAR Inc.,5127786800
2015-128187 BP,R- 645 Demolition One Family Homes,Demolition,No,1609 MEANDER DR,Total demo of home  circa 1961,212210925,LOT 6 BLK E OAK LAWN SEC 2,10/19/2015,11/6/2015,2015,Final,2/25/2016,2/25/2016,2/25/2016,992,"3,000.00",1,1,1609 MEANDER DR,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11435400,11435400,11433323,30.28078165,-97.68040129,"(30.28078165, -97.68040129)",Texas Home Redevelopment,5125778467
2015-128334 BP,R- 645 Demolition One Family Homes,Demolition,No,1815 RICHCREEK RD,Total demo of home and detached garage  Circa 1953,236061413,LOT 25 BLK N CRESTVIEW ADDN SEC 4,9/30/2015,10/23/2015,2015,Expired,10/24/2017,10/23/2017,,850,"5,000.00",1,1,1815 RICHCREEK RD,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11435564,11435564,11424249,30.34792488,-97.72929025,"(30.34792488, -97.72929025)",DAR Construction,5124534646
2015-128369 BP,R- 645 Demolition One Family Homes,Demolition,No,2105 HASKELL ST,Total demo of home and detached building located in rear  Circa 1935,200080615,LOT 6 BLK L OLT 61 DIV O DRIVING PARK ADDN,9/23/2015,10/27/2015,2015,Final,4/7/2016,4/7/2016,4/7/2016,850,"6,500.00",1,1,2105 HASKELL ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11435604,11435604,11420401,30.25134345,-97.72374051,"(30.25134345, -97.72374051)",,512
2015-129042 BP,R- 645 Demolition One Family Homes,Demolition,No,3011 E 14TH HALF ST,Total demo of home  Circa 1949,210140702,LOT 13 BLK 5 OLT 26 DIV B MCKINLEY HEIGHTS,10/9/2015,11/3/2015,2015,Expired,10/6/2016,10/5/2016,,"1,482","9,000.00",1,1,3011 E 14TH HALF ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11436407,11436407,11429103,30.27850408,-97.70360635,"(30.27850408, -97.70360635)",Absolute Demolition,5129181989
2015-131437 BP,R- 645 Demolition One Family Homes,Demolition,No,2810 GARWOOD ST,Total demo of home  Circa 1948,204130421,LOT 3 BLK 2 OLT 2627 DIV A CHERNOSKY NO 11,10/21/2015,4/12/2016,2016,Expired,4/13/2018,4/12/2018,,"1,054","8,118.00",1,1,2810 GARWOOD ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11439266,11439266,11434675,30.26109965,-97.70842733,"(30.26109965, -97.70842733)",Haul Guys,5126740000
2015-131612 BP,R- 645 Demolition One Family Homes,Demolition,No,7216 LAKE CHARLES DR,Total demo of home  City of Austin buyout,330030209,LOT 9 BLK D ONION CREEK PLANTATIONS SEC 1,10/30/2015,11/2/2015,2015,Expired,9/25/2016,9/24/2016,,"1,872","8,585.00",1,1,7216 LAKE CHARLES DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11439465,11439465,11439453,30.16795646,-97.74176462,"(30.16795646, -97.74176462)",Building Abatement Demolition Co Inc,5127786069
2015-131632 BP,R- 645 Demolition One Family Homes,Demolition,No,3203 LOCKE LN,total demo of home  Circa 1961,405062601,,10/21/2015,11/2/2015,2015,Final,8/28/2017,8/28/2017,8/28/2017,"1,276","6,000.00",1,1,3203 LOCKE LN,78704,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11439485,11439485,11434548,30.2359034,-97.77020633,"(30.2359034, -97.77020633)",DAR Construction,5124534646
2015-134078 BP,R- 645 Demolition One Family Homes,Demolition,No,1211 STOBAUGH ST,total demo of existing home  Circa 1946,235100304,N 150FT OF LOT 7 BLK F NORTHGATE ADDN,11/3/2015,11/9/2015,2015,Final,10/31/2017,10/31/2017,10/31/2017,"1,010","5,000.00",1,1,1211 STOBAUGH ST,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11442249,11442249,11440365,30.34866442,-97.719002,"(30.34866442, -97.719002)",DAR Construction,5124534646
2015-134087 BP,R- 645 Demolition One Family Homes,Demolition,No,2700 NOTTINGHAM LN,Total demo of home  Circa 1962,406020301,LOT 16 BLK 8 SHERWOOD OAKS SEC 4,10/26/2015,11/10/2015,2015,Final,8/10/2016,8/10/2016,8/10/2016,907,"7,799.00",1,1,2700 NOTTINGHAM LN,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11442261,11442261,11436600,30.23291963,-97.75159811,"(30.23291963, -97.75159811)",Absolute Demolition,5129181989
2015-135572 BP,R- 645 Demolition One Family Homes,Demolition,No,7505 WILD ONION DR,Total demo of home  City of Austin buyout,430000123,,11/10/2015,11/12/2015,2015,Expired,10/31/2016,10/30/2016,,"1,296","6,341.00",1,1,7505 WILD ONION DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11443947,11443947,11443851,30.16943924,-97.75171767,"(30.16943924, -97.75171767)",Building Abatement Demolition Co Inc,5127786069
2015-135627 BP,R- 645 Demolition One Family Homes,Demolition,No,510 LOCKHART DR,Total demo of home  Circa 1953,302020317,LOT 12 BLK 5 BLUE BONNET HILLS,6/3/2015,6/29/2016,2016,Expired,8/24/2017,8/23/2017,,"1,443","15,000.00",1,1,510 LOCKHART DR,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11444005,11444005,11363896,30.24340553,-97.74690831,"(30.24340553, -97.74690831)",IDM Builders,5127480966
2015-135628 BP,R- 645 Demolition One Family Homes,Demolition,No,1919 MADISON AVE,total demo of existing home  Circa 1959,234062201,,11/4/2015,2/25/2016,2016,Final,5/25/2016,5/25/2016,5/25/2016,884,"6,550.00",1,1,1919 MADISON AVE,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11444006,11444006,11440999,30.34720041,-97.73194501,"(30.34720041, -97.73194501)",Pecan Valley Homes LLC***MAIN***,5128442152
2015-136013 BP,R- 645 Demolition One Family Homes,Demolition,No,5200 CANELLA DR,Total demo of home  City of Austin buyout,328011105,LOT 16 BLK J SILVERSTONE PHS 1 SEC 1,11/10/2015,11/19/2015,2015,Expired,11/21/2016,11/20/2016,,0,0,1,1,5200 CANELLA DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11444456,11444456,11443871,30.17308818,-97.75222795,"(30.17308818, -97.75222795)",Building Abatement Demolition Co Inc,5127786069
2015-137858 BP,R- 645 Demolition One Family Homes,Demolition,No,1821 W 36TH ST,Total demo of home  Circa 1940,122000127,LOT 14 BLK 1 OAKMONT HEIGHTS,10/27/2015,11/17/2015,2015,Final,11/2/2016,11/2/2016,11/2/2016,944,"5,000.00",1,1,1821 W 36TH ST,78731,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11446621,11446621,11437625,30.30923315,-97.75406084,"(30.30923315, -97.75406084)",DAR Construction,5124534646
2015-137893 BP,R- 645 Demolition One Family Homes,Demolition,No,2107 LA CASA DR,Total demo of home  Circa 1915,401090112,LOT 4 BLK 17 RABB INWOOD HILLS,11/6/2015,12/2/2015,2015,Final,6/2/2017,6/2/2017,6/2/2017,"1,431","10,000.00",1,1,2107 LA CASA DR,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11446668,11446668,11442470,30.2470094,-97.78013406,"(30.2470094, -97.78013406)",Community 12 Investors LLC,512
2015-138487 BP,R- 645 Demolition One Family Homes,Demolition,No,7219 LAKE CHARLES DR,Total demo of existing home  City of Austin buyout,330030344,LOT 1 BLK H YARRABEE BEND SOUTH SEC 1,11/12/2015,11/19/2015,2015,Expired,9/25/2016,9/24/2016,,0,0,1,1,7219 LAKE CHARLES DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11447455,11447455,11444894,30.16787379,-97.74134903,"(30.16787379, -97.74134903)",Building Abatement Demolition Co Inc,5127786069
2015-139646 BP,R- 645 Demolition One Family Homes,Demolition,No,2101 RICHCREEK RD,Total demo of home  Circa 1949,236061306,LOT 5 RICHCREEK ROAD SUBD,11/4/2015,11/25/2015,2015,Expired,2/12/2017,2/11/2017,,978,"4,000.00",1,1,2101 RICHCREEK RD,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11448786,11448786,11440984,30.34921016,-97.73204303,"(30.34921016, -97.73204303)",VISIO R-2 1 LP,5129104505
2015-139659 BP,R- 645 Demolition One Family Homes,Demolition,No,1912 HASKELL ST,Total demo of existing home  Circa 1938,200080110,LOT 15 BLK G OLT 60 DIV O DRIVING PARK ADDN,11/4/2015,11/20/2015,2015,Final,11/27/2017,11/27/2017,11/27/2017,550,"5,000.00",1,1,1912 HASKELL ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11448802,11448802,11441361,30.25239959,-97.72563179,"(30.25239959, -97.72563179)",DAR Construction,5124534646
2015-139675 BP,R- 645 Demolition One Family Homes,Demolition,No,2211 NEW YORK AVE,Total demo of home  Circa 1957,208112701,,11/9/2015,11/20/2015,2015,Final,9/29/2016,9/29/2016,9/29/2016,"1,000","5,000.00",1,1,2211 NEW YORK AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11448831,11448831,11443049,30.27316419,-97.71589432,"(30.27316419, -97.71589432)",Ochona Devleopment + Architecture LLC,512
2015-139676 BP,R- 645 Demolition One Family Homes,Demolition,No,4908 STRASS DR,Total demo of existing home  Circa 1950,227000818,LOT 13 BLK B RESUB OF BL C  PT OF B AND E SHOALMONT ADDN SEC 3,11/10/2015,11/20/2015,2015,Final,7/28/2016,7/28/2016,7/28/2016,890,"5,000.00",1,1,4908 STRASS DR,78731,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11448832,11448832,11443671,30.32267302,-97.74663812,"(30.32267302, -97.74663812)",DAR Construction,5124534646
2015-140158 BP,R- 645 Demolition One Family Homes,Demolition,No,5111 SAVOREY LN,total demo of existing home  city of Austin buyout,430010142,LOT 1 BLK N SILVERSTONE PHS 1 SEC 1,11/19/2015,11/20/2015,2015,Expired,9/25/2016,9/24/2016,,0,0,1,1,5111 SAVOREY LN,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11449390,11449390,11448769,30.17110869,-97.75390147,"(30.17110869, -97.75390147)",Building Abatement Demolition Co Inc,5127786069
2015-141567 BP,R- 645 Demolition One Family Homes,Demolition,No,2016 FORD ST,Total demo of existing home  Circa 1948,102070424,LOT 9 SUN TERRACE,11/16/2015,11/25/2015,2015,Expired,12/21/2016,12/20/2016,,"1,127","5,000.00",1,1,2016 FORD ST,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11451125,11451125,11445915,30.25458045,-97.77404127,"(30.25458045, -97.77404127)",VISIO R-2 1 LP,5129104505
2015-141573 BP,R- 645 Demolition One Family Homes,Demolition,No,2508 ANN ARBOR AVE,Total demo of existing home  Circa 1948,401090608,N 60FT OF LOT 1314 BLK 14 RABB INWOOD HILLS,11/16/2015,11/25/2015,2015,Final,11/15/2016,11/15/2016,11/15/2016,"1,454","5,000.00",1,1,2508 ANN ARBOR AVE,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11451131,11451131,11445910,30.24733366,-97.77929235,"(30.24733366, -97.77929235)",VISIO R-2 1 LP,5129104505
2015-142295 BP,R- 645 Demolition One Family Homes,Demolition,No,7217 BENNETT AVE,Total demo of home  Circa 1938,229151101,,10/23/2015,11/25/2015,2015,Final,6/24/2016,6/24/2016,6/24/2016,756,"1,500.00",1,1,7217 BENNETT AVE,78752,4,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11451996,11451996,11436111,30.33211354,-97.69955467,"(30.33211354, -97.69955467)",KDL Construction,5124514500
2015-145026 BP,R- 645 Demolition One Family Homes,Demolition,No,3409 FOOTHILL TER,Total demo of home  Circa 1954,123050303,LOT 11 BLK 7 COLORADO FOOTHILLS SEC 3,10/21/2015,12/7/2015,2015,Final,1/5/2017,1/5/2017,1/5/2017,0,"17,000.00",1,1,3409 FOOTHILL TER,78731,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11455239,11455239,11434810,30.31622196,-97.76970229,"(30.31622196, -97.76970229)",DAR Demolition,5124534646
2015-145031 BP,R- 645 Demolition One Family Homes,Demolition,No,5213 DELORES AVE,Total demo of home Circa 1950,208210910,LOT 19 BLK 6 MASONFIELD,12/2/2015,12/7/2015,2015,Expired,12/8/2017,12/7/2017,,0,"4,000.00",1,1,5213 DELORES AVE,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11455244,11455244,11453863,30.27338223,-97.68248369,"(30.27338223, -97.68248369)",,5125547572
2015-145820 BP,R- 645 Demolition One Family Homes,Demolition,No,7316 FIREFLY DR,Total demo of home  COA buyout,430000404,LOT 25 BLK F YARRABEE BEND SEC 1,12/7/2015,12/8/2015,2015,Expired,9/25/2016,9/24/2016,,0,0,1,1,7316 FIREFLY DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11456153,11456153,11456085,30.16997289,-97.74981373,"(30.16997289, -97.74981373)",Building Abatement Demolition Co Inc,5127786069
2015-146413 BP,R- 645 Demolition One Family Homes,Demolition,No,2200 S L DAVIS AVE,Total demo of existing home  Circa 1958,208111314,S 65' OF LOT 1 BLK 5 OLT 58 DIV B FOSTER SUBD,12/4/2015,12/8/2015,2015,Final,3/10/2016,3/10/2016,3/10/2016,"1,032","12,000.00",1,1,2200 S L DAVIS AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11456766,11456766,11455473,30.27141396,-97.71624913,"(30.27141396, -97.71624913)","Caswell Services, Inc",5124455388
2015-149821 BP,R- 645 Demolition One Family Homes,Demolition,No,4011 AVENUE A,Demolishing existing SFR,219050507,LOT 34 BLK 7 HYDE PARK ADDN NO 2,11/20/2015,2/19/2016,2016,Final,2/13/2017,2/13/2017,2/13/2017,900,"6,000.00",1,1,4011 AVENUE A,78751,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11460828,11460828,11448971,30.30561237,-97.73492988,"(30.30561237, -97.73492988)","Carty Custom Builders, LLC",5129474246
2015-151772 BP,R- 645 Demolition One Family Homes,Demolition,No,7611 LADYBUG ST,total demo of home  city of Austin buyout,430000334,LOT 10 BLK G YARRABEE BEND SEC 4,12/21/2015,12/28/2015,2015,Expired,12/29/2017,12/28/2017,,"1,600","7,500.00",1,1,7611 LADYBUG ST,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11463211,11463211,11462998,30.16792467,-97.75053318,"(30.16792467, -97.75053318)",AAR Inc.,5127786800
2016-000075 BP,R- 645 Demolition One Family Homes,Demolition,No,5106 CANELLA DR,Total demo of existing home  City of Austin buyout,428010119,,1/4/2016,1/4/2016,2016,Expired,11/21/2016,11/20/2016,,"2,048","8,670.00",1,1,5106 CANELLA DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11466474,11466474,11466447,30.17352068,-97.75294444,"(30.17352068, -97.75294444)",Building Abatement Demolition Co Inc,5127786069
2016-000438 BP,R- 645 Demolition One Family Homes,Demolition,No,7607 WILD ONION DR,total demo of existing home  City of Austin buyout,430000117,LOT 9 BLK E YARRABEE BEND SEC 3,1/4/2016,1/5/2016,2016,Expired,10/31/2016,10/30/2016,,"1,700","7,655.00",1,1,7607 WILD ONION DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11466898,11466898,11466583,30.1685646,-97.75157961,"(30.1685646, -97.75157961)",Building Abatement Demolition Co Inc,5127786069
