CalendarYearIssued,Description
2012,Partial demo of existing rear exterior wall of existing sf residence to add a new bathroom  Install new sink toilet and shower  Install backup generator to power bathroom and adjacent rooms should the power go out 51214  Site inspection complete waiting on reciept of payment for 5 year Tree Care Plan
2012,Partial demo to remove 1garage door on south wall and 2 exterior walls Remodel to completely gut kitchen and remodel change out HVAC Addition to add 172 sqft to expand existing kitchen to existing 1 story SF res
2012,Partial demo to rear detached garage of south wall that is being tied in to new addition addition to SW side of existing detached garage160 sqft to enlarge add 75 sq ft of uncovered wood deck on SE side of detached garage and change use of existing 1 story detached garage to a twofamily residential structure
2012,Partial demolition of exterior walls and roof structure to accomodate new 2nd story addition of 2 bedrooms and 2 bathrooms connecting the main house to the second floor of the existing attached garage Expand existing 2nd floor of garage to accomodate new 2nd floor addition reconfigure existing second floor into new master bedroom closet and bathroom Downstairs kitchen will be completely renovated and replaced with a new kitchen interior walls to be removed and reconfigurated to accomodate remodels of existing Existing master bedroom and bath to be replace with 2 bedrooms and 1 new bathroomDemolish all 3 fireplaces in residence and replace with a central isokern unit The guest house will have a new kitchen with new curtain walls creating a library exercise room and media room No addition to guet house replace and upgrade electrical plumbing and HVAC throughout both guest house and primary as needed
2012,Partial demo of existing sf residence to add a new screened in porch to the rear of the sf res  Also total remodel of existing sf residence to include interior wall removal and reconfiguration complete electrical update complete plumbing update replace HVAC add insulation new retaining wall new structural footings add concrete steps and floor at rear of house repair hvac pad replace windows replace electrical and plumbing fixtures in the kitchen and bathrooms Electrical plumbing and mechanical as needed
2012,Partial demolition to remove fire damaged portion at the rear of the existing single family residence and secure res until plans are finalized on future work  Separate permit will be issued at that time
2012,Partial demolition by partially demolishing a roof and demolition of rear wooden deck where new addition will be  Addition to the existing sf res by adding an attached screened porch and moving an existing shed
2012,Partial demo of existing attached carport from accessory structure and rebuild with a new attached carport attached to detached accessory structure in rear yard
2012,Partial demo of dormers roof structure utility shed and exterior walls to accomodate new 2nd floor addition of 2 bedrooms bathroom and studio and add laundry room extend carport roof in both directions remodel of existing to kitchen dining room living and bedrooms new doors and windows throughout new exterior siding new tankless water heater extension of porch and new porch roof upgrade electrical plumbing and HVAC as needed throughout
2012,Partial demolition of existing west exterior wall for a new breakfastkitchen addition and remodel of existing sf residence Add new covered front porch Electrical plumbing and mechanical as needed
2012,Partial demo to remove addition from 2001 of a patio enclosure that was never completed refer to expired permit 2001017725BP
2012,Partial demo of existing sf residence to rebuild a portion of the house and for a new addition also a total interior and exterior remodel of existing sf residence Interior main level remove existing materials electrical HVAC and plumbing back to studs and replace with new materials Refinish existing wood floors New construction Add 3' x 17' at the back of the house to extend master bedroom and add 850' upstairs to include two bedrooms one living area and one bath no work to detached box garage
2012,Partial demo of existing attached wood deck and metal roof at rear of existing sf residence Then rebuild attached uncovered wood deck with a smaller foot print
2012,partial demo of existing exterior bay window and wall to add a dining area to existing sf residence
2012,partial demo of rear wall to create an addition of a closet remodel bathroom kitchen relocate HVAC finish out interior of an existing office space replace windows doors and exterior doors install a cathederal ceiling in existing living room
2012,Partial demolition to create a new bay window at breakfast area interior remodel of kitchen area interior demolition of door from kitchen to dining room to create new case opening interior remodel of laundry room interior remodel to enlarge existing pantry door Plumbing and electrical work as required for scope of work above only
2012,Partial demo of existing exterior walls shed at rear of sf res slab foundation encroaching into pue of existing sf residence convert existing carport into garage add a new master suite to include a bedroom bathroom and office Electrical plumbing and mechanical as needed Also relocating the gas line
2012,partial demo for construction of a master suite covered terrace to be connected to existing legal non complying garagestorage Remodel existing kitchen and laundry room
2012,Partial demo Remodel to existing kitchen Addition ground floor stair tower with laundry deck and stairs add second floor bedroom and bathroom above existing kitchen and bedroom  Demo portion of south wall of existing house to accomodate addition demo existing concrete stairs at south wall of house
2012,Partial demo of existing sf residence exterior walls roof and ceiling for a new dining room Also total remodel of existing kitchen and master bath  Electrical plumbing and mechanical as needed
2012,Partial demolition to remove garage wallslab to remain  Addition to existing sf res by converting existing garage 456 sq ft to studio and adding an additional 243 sq ft to that studio
2012,partial demo of existing single story sfres to accomodate addition of master suite new entry new dining and new single car garage  remodel of existing structure to accomodate addition as well as changeout of all windows and full remodel of kitchen and existing bath
2012,partial demo of exterior staircase under roofline and exterior walls to accomodate the installation of an elevator into home  addition of living spaces first and second fl through conversion of decks  remodel of exisitng structure to include new AC unit and new exterior doorswindows  no change to building or impervious cover
2012,Partial demo of existing 2nd floor exterior walls to create new window openings and remodel existing interior 2nd floor bathroom to take out a closet move the shower bathtub and toilet replace windows Also repermit expired BP2010073482 for window replacement on sf residence And permit an old addition to the rear first floor area of existing sf residence that has access by an old existing doorway
2012,Partial demo  Remodel to add window at 2nd floor bathroom
2012,partial demo for 2nd floor reconfigeration replace all siding and windows and skylights reroof relocate stairs and rebuilt to code involving a minor amount of additonal second floor sq ft and rearrange of existing utility room no additional expansion of existing footprint relcoate washer  dryer lines for modification
2012,Partial demo of exterior walls on existing detached garage to create window openings and new doorway  Also relocate garage door on existing detached garage install new windows replace and relocate electrical lights and plugs
2012,Partial demolition to remove attached storage area that encroaches into the 25' building line  Install siding and 2 windows after portion of structure has been removed on the existing single family residence
2012,remodel addition refer to expired permit 2010079056BP repermitting  exact same scope partial demo of sfres  demo of roof of attached garage to accomodate 2nd level addition of office space as well as penetration for double door over existing back pation and southern walls  adjacent to garage to accomodate first floor addition of breakfast nook off kitchen  remodel in existing single story sfres to include full remodel of kitchen and new bath fixtures throughout
2012,Partial demo  Addition to add sq ft to existing kitchen addition of hallway new utility room master bedroom and master bath to rear of home  Remove wood deck and replace with concrete patio  Remodel to replace siding and windows remodel kitchen
2012,Partial demolition to demolish a portion of a bedroom to convert bedroom into a carport for 3 offstreet parking and demolishing a portion of the rear wooden deck to comply with setback   Converting 2nd story study into a bedroom w closet
2012,Partial demolition of south wall norwest corner and applicable roof structure of existing sf res to accoodate for new attached garage bedrooms bathroom playroom and laundryutility room remodel of existing residence to relocatereconfigure interior walls add and replace windows update and replace as needed plumbing fixtures and electical upgrade HVAC as needed new sheetrock wallboard and insulation as needed new framing as needed
2012,AdditionRemodelPartial Demolition to a Single Family Home Partial Demo to Rear wall annd Roof Structure Addition at rear of home to accomodate new 2 story addition addition to 1st floor to consist of Full bathroom closets and living area addition of 2nd floor to consist of living area full bathroom and Covered Balconey Remodel to Existing Portion of home to consist on replacing all the windows and siding Minor Interior remodeling like flooring cabinets fixtures and countertops where needed
2012,Partial demolition of exterior wall and roof structure to accomodate new addition of master bedroom and bathroom to side and rear of house Convert bathroom to utility room and raise roof of living room and kitchen replace windows and doorsNew work Remodel KitchenBedroomLivingrm  Bath Refer to expired remodel permit 1998013898 Finish Repair Foundation  2stry GarageSunroomStudio Addn To Sf Res Refer to expired permit 1998013896 BP
2012,partial demo to remove an existing illegal windows andconvert existing illegal conversion of a carport into living space and now convert the legal carport into a garage
2012,Partial demo Addition of bathroom and bedroom  Remodel of interior to kitchen furr down and fireplace chimney Also upgrading the main electrical service
2012,Partial demolition to remove interior west wall of garage and closing of north garage wall  Addition to remove inner wall to garage to convert in to dining room expansion of kitchen expansion of utility room new porch and addition of a powder bathroom and revision of front door entry all to the existing sf res
2012,Partial demo  Addition of new covered patio  Remodel to repair exisitng flatwork around pool deck
2012,partial demoremodel  removal of attached storage area and foundation from front structure on property  siding work as needed to on remaining structure
2012,Partial demo to remove portions of east wall for new windows  Remodel reconfigure existing electrical upgrade electrical service install backflow preventers on existing hose bibs  new plumbing fixtures in bathrooms to existing 1 story SF res
2012,Partial demo of rear wall to accomodate new 2 story addition  1st story will have master suite dining room and kitchen 2nd story will 2 bedrooms 2 bathrooms and a covered terrace over covered porch below  remodel of existing to upgrade electrical plumbing and HVAC as needed new sheetrock wallboard insulation windows and doors as needed
2012,Partial demo  Interior remodel to include remodeling existing bedrrom and bathroom  Remove existing closet and bathroom to build new closet  Add new window on south wallreplace others  Build new bathroom with new material
2012,Single Family residencePartial demolition of 1st flr exterior wall 2nd flr rear exterior  wall existing roof dormer  and existing roof for new additionFirst flr interior remodel of kitchen new guest room new bathroomFirst flr addition of new dining room living room study space screened porch new utilitymudroom and new front porchSecond flr interior remodel to create bedroom 4 Second flr addition to enlarge bedroom 2 new bedroom 3 new master suite with walkin closet and master bathRoof electrical mechanical and plumbing work as required
2012,Partial demo  Addition of 78 sq ft of bedroom space in rear of home and 104 sq ft of covered porch  Remodel to convert existing room to master bathroom convert one full bath to half bath
2012,AdditionRemodelPartial Demolition to a Single Family Residence Partial Demo to Remove 23 of Home and Rebuild Removing Roof over Garage and Cabana Leaving Walls in Tact  Addition to consist of New 1st and 2nd Floors Addition of Screened in Patio over Garage  Remodel in Garage  area Removing closet and relocating water heater  Replacing Windows Doors and Siding where needed   Repermit of the Life Safety Permit 2009  025488 BP for the Expired Permit 2003  007625 BP New Attached Cabana WGarage Bath  Wet Bar
2012,Partial demo of existing sf res exterior and interior walls for a new addition of bedroom bathroom hall and utilitiy rooms Remodel interior of existing sf residence Remove 918 square feet of existing driveway  Electrical plumbing and mechanical as needed
2012,PARTIAL DEMO to remove windows in bathsouth east wall and portion of roof and total demo of carport and sheds REMODEL existing sf residence for window replacementdoor replacementand relocation of electrical and or plumbing in kitchen and utility room and bathroom load bearing wall will have a french door foundation leveled ADDN for master bdrmbath closet
2012,Lifesafety to Repermit Expired BP 2009004343BP Partial demo of existing sf res roof and roof decking to change the roof line and pitch Change roof from hipflat roof to a hip roof
2012,Partial demo or exterior wall and roof structure to accomodate new attached garage family room utilitymud room and master suite expand existing bedroom add master bathroom and master closet add new front and rear covered patios remodel to expand kitchen upgrade windows and doors electrical plumbing and HVAC as needed throughout new interior framin wallboard insulation and sheetrock as needed
2012,Partial demolition of rear exterior walls for termite damage and replace flat roof with new gabled roof up front rebuild delapidated addition at rear of residence in same footprint termite damage replace framing in same footprint new uncovered deck to rear of residence remodel to relocate one bathroom to adjacent existing bedroom upgrade or replace existing HVAC electrical and plumbing throughout entire residence as needed new sheetrock wallboard and insulation throughout as needed new framing as needed interior
2012,Partial demo to remove west exterior wall remove exterior siding to expose existing stud wall for sheetrock after room is added   Addition at rear of master bedroom to add master bathroom 123 sqft to existing 1story SF res
2012,partial demo of rear portions of home to accomodate addition of enlarged kitchen master bath and new screened porch  new rear wood deck  remodel to include new windows as well as all new trades to accomodate the addition
2012,partial demo of exisisting carport storage room and exterior wall to accomodate addition of bedroom suite  bed bath closet rebuild of new attch carport and storage  full remodel of remaining structure all trades
2012,Partial demo  Addition and remodel to include the following removal of 3 exterior walls roof driveway and garage  New walls windows and doors to be installed  New roof and flooring  New kitchen cabs and appliances  New plumbing and electrical  Old fireplace to be removed and replaced with electrical fp  New HVAC  Exterior cladding masonry and fiber cement to be installed  Additional living space covering existing garage space and back of house to be added  Foundation footings and slab to be poured for addition  New half and full baths added  All bedrooms and closets enlarged
2012,Partial demo  Remodel of kitchen  Addition of living area master suite and master closet
2012,Partial demo  Remodel outdoor living addition of bath in hall for pool use tear out and install new drive
2012,Partial demolition of exterior walls and roof tructures to accomodate new addition of master bedroom bathroom and closet family room and attached carport convert attached garage to dining area and study room interior remodel to expand kitchen relocate washer and dryer and updatereplace electrical plumbing and HVAC as needed new framing sheetrock wallboard and insulation as needed throughout
2012,Partial demo  Remodel to enlarge kitchen addition of kitchen space dining room and master bedroom
2012,Partial demolition addition and remodel redesign of residence to original construction from 1920's of existing legal noncomplying 2 story residence PARTIAL DEMOTLITION1ST floor partial demolition of rear left corner rear wall and partial demolition at front facades2ND floor partial demolition of bedroom 4 rear wall and font wallNote First and second floor non complying wall to remainADDITION1ST floor addition of new guest suite new three car garage with mud room and exterior stairs new covered front and rear porch new dining area new interior stairs new entry space new parlor and study space and  addition of rear casual dining area2ND floor addition of bath 2 area new master room area new gamemedia room new utility area and new uncovered terrace for master patio roof garden guest patio sitting areaINTERIOR REMODELInterior remodel to reconfigure existing floor space to accommodate new floor plan layout change of roof style for new mechanical system and to decrease the degree of the non complying wall Plumbing electrical and mechanical work as required
2012,Partial demo of existing roof of sf residence to add a new second story addition Turn existing bedroom on first floor into a small office with closet and stairway  Also add two bedrooms and a full bathroom and a new playroom on the second floor  Electrical plumbing and mechanical as needed
2012,1 AdditionRemodelPartial Demolition to a Single Family Home  Partial Demo to rear of home remove wall adjacent to Existing Utility Room removing Portion of wall along new addition  Addition of approx 280 sqft to consist of new Bedroom Bathroom Hallway and Enlarged Utility Room Remodel to Wall affected by Demo remodel to Kitchen remove and replace cabinets countertops flooring and fixtures
2012,Partial demo of existing wood deck in front yard attached to sf residence to rebuild a new attached uncovered open wood deck with railing over existing impervious cover
2012,Partial demolition to remove East  wall  Addition and remodel of a master bedroom and relocating a laundry room
2012,Partial demo of existing exterior walls and roof t o Add new second floor game room full bathroom two bedrooms mechanical room hallway and stairs to existing single family residence Also TOTAL interior remodel of existing sf residence including new HVAC reroof house and replace windows  Electrical mechanical and plumbing as needed
2012,Partial demo to remove portion of SE corner of existing two story wood deck encroaching into PUE line of roof and 1st and 2nd FL decks  Remodelrepair to replace decking on existing 1st and 2nd FL wood decks replace railing on existing 1st and 2nd Floor wood decks of existing legal noncomplying
2012,partial demo of rear of existing sfres to accomodate ground floor addition of family room laundry room and master suite and 2nd floor addition of bed bath  remodel of existing structure to include full kitchen remodel and bringing stairs up to code  new uncovered rear wood deck
2012,Two story sfresPartial demolition to remove single story area at rear of residence First floor addition of new carport dinning room area great room utility room and half bath with outdoor shower Addition of second floor for new master bedroom master bath with closet office area and new roof line to match existing Interior remodel to reconfigure exisitng bedroom on second floor elec mech and plumb work as needed
2012,Partial demolition of north and west exterior wall for addition to existing structure  Addition of a 577 sq ft to existing home to reconfigure master bedroom master bathroom and create a music room to existing sf res
2012,Partial demo of exterior wallceilingroof to create a new skylights and new windows also total remodel of existing sf residence interior  total kitchen renovation new cabinets throughout new counter tops new appliances replace reconfigure electrical and plumbing lines replace electrical and plumbing fixtures relocate plumbing as needed repair interior wallsdrywall as needed Electrical and plumbing as needed
2012,partial demo of existing sfres to accomodate addition through garage conversion of media room storage room and utility room  remodel of existing res to include  upgrade elec and hvac reorganiza kichen dining and living areas insulate ext walls and new windows doors siding and lighting throughout
2012,Partial demo of existing attached wood deck to rebuild a new attached sunroom addition and wood deck
2012,Partial demo of existing sf residence exterior wall and windows to create Two new double door entrances that lead out to an existing wood deck  Also add new attached wood deck to rear of existing sf residence  Repermit expired BP2011033975 for an interior remodel  Electrical plumbing and mechanical as needed
2012,partial demo of roof of existing sfres to add 2nd fl 2 beds 2 baths gameroom  remodel of existing structure to accomodate addition
2012,Partial demolition of rear walls and rear patio to accomodate extension of dining room and kitchen and new utility room add new attached uncovered wood deck
2012,Partial demolition to demo existing stairs west and north walls of kitchen and breakfast and interior wall per plan  ExpandingRemodeling laundry pantry kitchen breakfast in existing covered porch area  New living room in enclosed covered porch  Rearange downstairs bedroom central to become gameroom update and rearrange bathroom make storage room and bedroom  Convert water heaters to tankless spray foam attic and new HVAC system for upstairs main area to existing sf res
2012,Partial demo to remove an attached rear deck existing noncomplying non conforming   and built an addition of a personal office and interior remodel   cost predetermined by Reviewer not an Inspection process
2012,Partial demo to remove existing rear covered porch  Addition in rear west side of existing 2 story res to build a 1st FL screenedin porch
2012,Partial demo  Remove and repair interior space to create 2 bedrooms 1 bath and family room 762 sq ft  add new space to create 1 kitchen 1 breakfast 1 master bedroom with bath utility room and 1 deck 413 sq ft
2012,Partial demo to remove existing wood deck  Addition to rebuild a new 1st FL uncovered wood deck in rear of existing 2 story SF res
2012,Partial demo  Remodel to include new HVAC plumbing electrical at existing and addition  Insulation drywall flooring roofing plumbing and electrical fixtures windows uncovered decks paint and landscaping
2012,Partial demo  Addition of a bedroom and bath to rear of home  Remodel portion of existing to create hall to addition Addition of a tankless water heater
2012,partial demo of rear decks and wall of existing sfres to accomodate addition of new ground floor living area and covered deck and second floor master suite and covered deck
2012,partial demo remodel addition of master bathroom breakfast area and living room  Remodel to change cabinetry floors driveway carport hvac electrical and windows
2012,Partial Demolition of a window on the North Wall to become door into the tobebuilt addition Addition of 372 sq ft master bathcloset expand cased opening open portion of wall between kitchen and family room replace floor covering replace countertops add various light fixtures replace selected windows and doors of existing sf res
2012,AdditionRemodelPartial Demolition for Single Family Home Partial demo to Each End of Home West End Removing the Game Room Bathroom and Watertank Closet East End Removing Storage Element and Entire Wall  Addition at West End of New 2 Car Garage and Master Suite with Fullbathroom and Closet and 12 Bathroom Addition at East End Extending home by 65' New Space to accomodate New Studym Utility Room and Full bathroom Remodel To Interior Extensive Removing and Replacing Many Walls to Reconfigure Floor Plan Layout Removing and Replacing Kitchen and Bathroom Flooring cabinets countertops and Fixtures Replacing All Windows and Doors
2012,Partial demo to remove exterior wall  back of home NE  Remodel both existing bathrooms gut and remodel replace windows with new windows  new flooring throughout house Addition to enlarge the existing dining rm and master bedrm of existing 1 story SF res
2012,Partial demolition of exterior walls and roof structure to accomodate new 2nd stroy addition of game room and unconditioned attic space condition existing covered patio no new impervious coverage being added remodel of existing to upgrade entire residence new plumbing electrical and HVAC throughout new windows and doors repair foundation as needed interior demolition as needed new framing interior total demolition of unpermitted wood decks around perimeter of residence Demo permit to serve both partial and total demos
2012,partial demo  Addition to master bedroom with sitting area
2012,AdditionRemodelPartial demolition to a Single Family Residence  Partial Demo to the Rear of the home to provide access to new addition door opening removing door and wall at utility room  Addition incorporate Side Stoop into Living space for Utility Room installing new wall Addition of Master Suite at Rear of Home including Bathroom and Closet Remodel to Consist of Relocating Existing Bathroom Upgrade Kitchen with new cabinets flooring and countertops Upgrade Electrical Plumbing and HVAC system where needed New Roof Shingles
2012,Partial demolition of exterior garage wall to create carport removal of exterior wall to enlarge covered front porch replace electrical subpanel replacement of all windows replacement of one 1 exterior double door install of dual chambered hardwired with battery backup smoke detectors
2012,Partial demolition of rear wall and roof structure to accomodate new addition of a bathroom to rear of existing sf res
2012,Partial demolition of rear wall front wall and roof structure to accomodate new 2nd floor addition of master suite and expansion of first floor footprint  a new family room 256 sq ftand a small addition at the front for the dining room 68 sqft remodel of existing to upgrade kitchen and living room upgrade electrical plumbing and HVAC work as needed replace sheetrock and wallboard as needed new framing as needed
2012,Partial demo of existing sf residence exterior wall for new bedroom and hall bathroom addition Also total remodel of existing sf residence master bathroom Electrical plumbing and mechanical as needed
2012,Partial demolition for enclosure of porch NE first floor and balcony on 2nd floor by demolishing dining room wall and existing laundry room  Enclosing first floor covered porch and balcony on 2nd floor to add a MUDLaundry room on the 1st floor and study room on 2nd floor to the existing sf res
2012,Partial demo  Remodel entire existing residence  Addition of new second floor with new bedroom bath and walkin closet  First floor addition to expand existing bedroom and kitchen and add rear entry and utility  West exterior wall is noncomplying with current zoning  Windows on west exterior wall are to either be replaced or removed and remodeled west exterior wall to have a 1hour fire resistant construction  All existing windows will be replaced  Repair existing roof as needed  New trellis window awning over front window  Wood deck addition to front porch  Repair existing carport as needed
2012,RemodelPartial Demo to Single Family Home Partial demolition to the Roof Over the NonComplying Carport  Reconstructing the Roof into a Flat roof to Meet City Code
2012,Partial demolition of rear wall of existing sf res  Addition of a sunroom 387 sq ft remodel of kitchen laundry room pantry expanding kitchen 36 sq ft remodel master bath and closet expand master bedroom 51 sq ft enclose laundry room in garage to create a utility room 60 sq ft and new lighting to all affected areas and living room of exising sf res
2012,partial demo of existing single story sfres to accomodate addition of living area and master suite  remodel to include expansion and renovation of kitchen and laundry room
2012,Partial demo of existing storage shed and carport to add a new 1 story detached accessory building including covd patio utility room w WD connections and hot water heater bathroom and bedroom electrical mechanical and plumbing as needed
2012,Partial demo  Remodel of interior to include new windows siding and doors  Addition to include new kitchen and dining on 1st floor
2012,Partial demo of existing rear deck rebuild new rear deck and inground pool for sfres brick equipment storage room adjacent to pool
2012,Partial demo Remodel of new bath laundry and utility room upgrade electric  Addition of bath extension of master bedroom
2012,Repermit the following permits 2011029453BP Partial demo of existing sf residence roof attached garage slab and garage roof walkway existing outdoor kitchen and demo existing pool decking  Build new attached garage add a half bath to existing sf residence add anteroom build new outdoor kitchen and pool pavilion Remodel the existing sf residence interior kitchen living room and front porch Plumbing mechanical and electrical as needed
2012,AdditionRemodelPartial Demolition to Single Family Residence  Partial Demo at rear of home Removing uncovered wood deck and two walls in breakfast nook area Addition of Basement living area approx1191 sqft to consist of Kitchen Living AreaGuest Quaters Closet Bathroom and Storage area New Enclosed Stairway adjacent to Breakfast Nook  New Open DeckBalconey over New Addition of Basement Area  Remodel to Breakfast Nook area after demo
2012,RemodelPartial Demolition to Single Family Home  Partial demo at rear of home removing and relocating several windows removing part of rear wall to make way for new french doors Remodel to Interior 1st floor  Removing and relocating Kitchen new cabinets countertops flooring and fixtures Removing and Repalcing Fireplace and surround  2nd floor  Relocating Master Bathroom new flooring vanity fixtures Enlarge Master Closet Decrease Master Bedroom Size  Convert one bedroom into study and located laundry to 2nd floor
2012,Partial demolition of exterior wall at existing garage area and left corner side of residence for new game room addition partial demolition of exiting roof for new second floor addition at rear of residence Single family residence addition of new game room addition of new garage area and second floor addition of two new bedrooms with walk in closet new bath and new loft areaInterior remodel to reconfigure 1st floor only  and add new stair case Plumbing mechanical electrical work as required
2012,Partial demo of existing sf residence exterior wall and roof to accomodate a new single story addition for two new bedrooms and a full bath  Also reconfigure master closet relocate bedroom door change water heater for a new tankless water heater and build a retaining wall
2012,Partial demo to remove rear covered wood deck Addition to rear to add 1st FL study bedroom  bathroom to existing 2 story SF res
2012,AdditionPartial Demolition to Single Family Home  Partial Demo to SouthEast Corner of residence to remove two exterior walls to make way for addition  New Addition to create Study Area approx 315 sqft  New Wooden Trellis with Stone Columns over existing concrete patio at the Rear of Home
2012,Partial demo of existing sf res ceiling roof and rear exterior wall for a new addition new attached wood deck and two new front covered patios
2012,Partial demo of existing stair tower to convert existing stair tower to a bathroom add new guest suite
2012,Partial demolition of existing exterior wall and roof to createadd a new door and window Also total remodel of existing sf residence including reconfiguring interior walls relocating plumbing and electrical add new interior walls change porch elevation foundation Electrical plumbing and mechanical as needed
2012,Partial demo to remove existing noncomplying carport Addition to rebuild an attached carport in rear corner of existing 1 story SF res
2012,1 AdditionRemodelPartial Demolition to Single Family Residence Partial demo to Remove the Rear Wall of Home to accomodate new Addition  New Addition approx 580 sqft to consist of new Kitchen Family Room and Master Suite Remodel to Existing portion Create new Entrance Remove and Replace some interior was for reconfiguration of layout New Kitchen flooring cabinets countertops and fixtures New Bathroom location New Windows Doors and Roof Remolel to Front Porch adding columns and arched entrance element
2012,Partial demolition to remove part of existing roof to accomodate new 570 square foot addition above existing attached garage and new 348 square foot covered deck above existing carport Vacate existing WD convert utility room into a butler's pantry add shower to powder room minor upgrade of electrical plumbing and HVAC as needed
2012,Partial demolition of front wall and roof structure to accomodate new addition of master bedroom bathroom and laundry renovate existing master bathroom replace andor upgrade electrical and plumbing fixtures as needed new sheetrock wallboard and insulation as needed
2012,Partial demo of existing three story sf residence exterior walls and roof for a new first floor and third floor addition new first and second floor decking new first and second floor balconies Also total remodel of existing sf residence Electrical mechanical and plumbing as needed
2012,Partial demolition of rear storage wall and roof structure to add new 2 story addition New 1st floor powder room laundry room den and covered patio with 2nd floor master bedroom bathroom and new balcony
2012,partial demo addition remodel demo of non compliant portion of home in 75' la setback as well as demo to accomodate addition of first second and third floor spaces to attach home to parking structure  full remodel of existing home to include all trades  upgrade plumbing elec hvac and reconfigure interior walls  result will be 3 story 3 bed 65 bath with attached 4 car garage
2012,Partial demo of roof structure to accomodate new 2nd floor addition over existing porch to include den and office area
2012,Partial demolition of left side of home  Addition of one bathroom one bedroom living room updgrading HVAC unit and relocation of water heater to existing onestory sf res
2012,AdditionRemodelPartial Demolition to Singe Famly Residence  Partial Demo to Rear of the Home Removing the Entire Rear wall and Portion of the Roof to Accomodate New Addition Also Removing One Wall south wall on the NonComplying Structure NonComplying Structure to be Converted into Screened In Porch  Addition to the Rear of the Home to Consist of New Family Room 3 Bedrooms Two Bathrooms and A Screened in Porch Remodel to Existing Portion of Home removing and replacing cabinets countertops fixtures and flooring in Kitchen and Bathroom Adding Several walls to create closets Removing and Replacing Windows Doors and Siding
2012,Partial demo of west wall openings created to access additon exterior siding removed  Remodel to install new finishes  flooring  foundation repair  Addition to rear of residence to add master bath and enlarge existing kitchen to existing 1 story SF res
2012,New addition of accessory apatment connected by breezway to rear of existing sf res apartment will have bedroom bathroom living room and kitchen  Partial demolition of existing breezeway to reconstruct new breezeway and partial demolition of front of garage to accomodate expansion of existing garage
2012,Partial demo of carport and storage  New detached garage with apartment above41812 amendment per applicant  apartment over no longer to be constructed as part of this permit  only the garage below  no other modification
2012,Partial demo  Repermit for expired permit 1980001043 BP Carport Remodel roof bathroom siding windows doors and foundation
2012,Partial demo  Addition of screened porch
2012,Partial demo of existing exterior south wall to build a new addition and bathroom at rear of existing sf residence Remove existing patio cover pour new foundation
2012,Change of use from commercial to 2 family residentialPartial demo of rear addition of existing sf res to accomodate new 2 story addition of dining room hallway kitchen balcony bedrooms and bathroms new covered porches Roof cantelever and renovated existing non compliant porchNot expanding or demolishing  non compliance ok new detached carport to rear of  property remodel of existing to gut interior and replace windows and doors upgrade electrical plumbing and HVAC as needed throughout remove 1 electrical meter on rear unit
2011,Partial demolition for new windows and doorsOne story single family remodel new stucco exterior finish new windows new exterior doors interior remodel new framingnew interior layout new sheet rock new insulation new electrical work new water and sewer lineplumbing work and new HVAC system through out the house
2011,Partial demolition of exterior wall and roof structure to accomodate new 1st floor mud room closet utility room and study are and 2nd floor master bedroom and bathroom remodel of existing to relocate the utility room remove hall bathroom and remove interior walls Upgrade plumbing electrical and HVAC as needed new framing sheetrock wallboard and insulation as needed throughout Repermit Expired BP for detached garage
2011,Partial demolition of exterior wall and roof structure to accomodate new 1st floor mud room closet utility room and study are and 2nd floor master bedroom and bathroom remodel of existing to relocate the utility room remove hall bathroom and remove interior walls Upgrade plumbing electrical and HVAC as needed new framing sheetrock wallboard and insulation as needed throughout Repermit Expired BP for detached garage
2011,Partial demo of rear wall to accomodate expansion of bedroom and addition of bathroom and walk in closet remodel of existing interior closet to convert to washer dryer utility room upgrade electrical and plumbing as needed
2011,Partial demolition of roof  and right side wall for new bedroom addition Repair to install new windows and siding on front elevation Two story single family resAddition of new bed room with walk in closet and study loft above existing living room area Interior remodel addition of new load bearing and guardrail wall at existing living room area Repermit expired BP 2000003004 to enlarge kitchen and new uncovered patio
2011,partial demo of rear of sfres to accomodate addition of living room
2011,partial demo of existing attached wood deck at rear of sf residence to rebuild with exact same size and shape wood deck
2011,1story singlefamily residencePartial demolition to remove the front of wall at garage partial demolition of roof over garage partial demolition of rear wall for new window at garage and partial demolition of rear wall to relocated door opening Addition to front of garage and of roof to match existing ridge line Partial garage conversion to create a new laundry and mud room Electrical mechanical and plumbing work as required in garage area for addition
2011,Partial demo to remove 1 door  1 window  south wall remove 1 window  portion of south wall Interior remodel to install new enlarged window  rear of master bath  patch area of existing window  door in master bath and replace smaller existing window  complete gut and remodel of master bath of existing 2 story SF res
2011,1 AdditionPartial Demolition to a Single Family Home  Partial Demo to Main House Making opening at west side of home for new hallway to access new Master Suite Addition and Removing Wall to Enlarge Game Room  New Addition of 1630 sqft that consist of Master Suite New Hallway Enlargment of Gameroom and Enclosed Access Brigde
2011,2  AdditionPartial Demo to 2 Story Detached GarageA Single Accessory Dwelling LDC252893E Partial Demo to NorthWest Corner of Structure at 1st and 2nd Floors  Addition of Unconditioned Storage on 1st floor and New Bedroom and Bathroom on 2nd Floor To replace expired permit 200713661BP 2nd story detached garage gameroomuncovered balcony
2011,Partial demo of exterior west wall to convert existing attached carport to  livable space and create opening in dining room to access new livable carport area  Total interior remodel of existing kitchen dining room and laundry room Also adding an attached uncovered wood deck to back of existing sf residence
