PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
BP,Building Permit,2013-051989 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,4505 RED RIVER ST,Total demo of detached garage,0220101403,Lot 5 Block   Subdivision RIDGETOP ANNEX A RESUB OF BLOCK NO 1,2013/05/15,2013/05/20,MONDAY,2013,2013,No,Permit Center,Final,2013/07/01,2013/07/01,0,,,,$5000.00,1,1,,,,,,,,,,,4505 RED RIVER ST,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10952146,10952146,30.3052685,-97.71909988,"(30.3052685, -97.71909988)"
BP,Building Permit,2014-068322 BP,R- 645 Demolition One Family Homes,Demolition,No,3303 LIBERTY ST,Demolish a circa 1939 single family residence 1602 square foot 1431 1st floor and 171 square foot 2nd floor per TCAD,0217061308,Lot 29 Block   Subdivision OUTLOT 7  DIV  C  SURVEY FOR KUEHNE  BRIGGS,2014/06/06,2014/07/07,MONDAY,2014,2014,No,Permit Center,Final,2015/07/17,2015/07/17,0,,,,$10000.00,1,1,,,,,,,,,,,3303 LIBERTY ST,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11173655,11173655,30.29471585,-97.73074487,"(30.29471585, -97.73074487)"
BP,Building Permit,2008-039280 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,603 W LIVE OAK ST,demo detached garage,0402031011,Lot 8 Block 4 Subdivision JAMES E BOULDIN ADDITION SOUTH EXTENSION,2008/05/15,2008/05/23,FRIDAY,2008,2008,No,Permit Center,Expired,2008/11/19,,320,,,,$44.00,1,1,,,,,,,,,,,603 W LIVE OAK ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10151823,10151823,30.244412,-97.75809515,"(30.244412, -97.75809515)"
BP,Building Permit,2012-009691 BP,R- 645 Demolition One Family Homes,Demolition,No,907 CHRISTOPHER ST,Demolish a circa 1920 2 story 792 square foot single family residence,0102020604,LOT 2728 BLK 2 BON AIR KNOLLS,2012/01/30,2012/02/03,FRIDAY,2012,2012,No,Permit Center,Final,2012/04/18,2012/04/18,792,,,,$0.00,2,1,,,,,,,,,,,907 CHRISTOPHER ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10712643,10712643,30.25539712,-97.75688025,"(30.25539712, -97.75688025)"
BP,Building Permit,2015-075642 BP,R- 645 Demolition One Family Homes,Demolition,No,2111 DE VERNE ST,Total demo of home  Circa 1949,0100080601,Lot 6 Block 6 Subdivision,2015/06/17,2015/06/23,TUESDAY,2015,2015,No,Permit Center,Active,2016/05/15,,1102,,,,$10000.00,1,1,,,,,,,,,,,2111 DE VERNE ST,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11374700,11374700,30.24947998,-97.77907085,"(30.24947998, -97.77907085)"
BP,Building Permit,2009-010221 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,1204 ROCKCLIFF RD,Demolition total of a boat dock and a fishing pier at a structure of unknown date of construction a structure that TCAD states that it has 0 living area that was reviewed and the final inspection never performed this permit is being pulled in order to have an inspection performed,0129090142,ABS 72 SUR 1 BROWN W ABS 772 SUR 1 THOMAS D ACR 1396,2009/02/12,2009/02/12,THURSDAY,2009,2009,No,Permit Center,Final,2009/02/13,2009/02/13,280,,,,$300.00,1,0,,,,,,,,,,,1204 ROCKCLIFF RD,AUSTIN,TX,78746,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10236001,10236001,30.33150759,-97.78207675,"(30.33150759, -97.78207675)"
BP,Building Permit,2012-110449 BP,R- 645 Demolition One Family Homes,Demolition,No,3100 SCENIC DR,Repermitting for expired permit number 2011109039BP Demolish a circa 1950 2 story 2406 square foot single family residence  ALREADY DEMOLISHED,0122060318,Lot A Block E Subdivision,2012/10/31,2012/10/31,WEDNESDAY,2012,2013,No,Permit Center,Final,2012/11/05,2012/11/05,2406,,,,$0.00,2,1,,,,,,,,,,,3100 SCENIC DR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10851193,10851193,30.31036804,-97.76867861,"(30.31036804, -97.76867861)"
BP,Building Permit,2012-122461 BP,R- 645 Demolition One Family Homes,Demolition,No,500 W 51ST ST,Demolish a circa 1948 1 story 920 square foot single family residence,0224070720,Lot   Block   Subdivision KOENIG PLACE,2012/12/04,2013/01/28,MONDAY,2013,2013,No,Permit Center,Final,2013/03/05,2013/03/05,920,,,,$0.00,1,1,,,,,,,,,,,500 W 51ST ST,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10868833,10868833,30.31752552,-97.72754598,"(30.31752552, -97.72754598)"
BP,Building Permit,2013-009570 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,1501 E 7TH ST,1story stucco and rock building,0205071402,Lot 1 Block   Subdivision OUTLOT NO 4 SUBDIVISION,2013/01/29,2013/01/31,THURSDAY,2013,2013,No,Permit Center,Expired,2014/03/18,,0,,,,$10000.00,1,0,,,,,,,,,,,1501 E 7TH ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10889586,10889586,30.2641264,-97.72708618,"(30.2641264, -97.72708618)"
BP,Building Permit,2013-004495 BP,R- 645 Demolition One Family Homes,Demolition,No,3207 MC CALL LN,Demolish existing mobile home,0318200109,Lot 12 Block   Subdivision TIGERT SUBD,2013/01/16,2013/01/16,WEDNESDAY,2013,2013,No,Permit Center,Final,2013/02/01,2013/02/01,840,,,,$0.00,1,1,,,,,,,,,,,3207 MC CALL LN,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10883456,10883456,30.20339827,-97.68536348,"(30.20339827, -97.68536348)"
BP,Building Permit,2015-016694 BP,R- 645 Demolition One Family Homes,Demolition,No,5409 AVENUE F,Total demo of home  Circa 1949,0225101012,LOT 2324 BLK 40 HIGHLANDS THE,2015/02/10,2015/02/13,FRIDAY,2015,2015,No,Permit Center,Final,2015/03/31,2015/03/31,860,,,,$7975.00,1,1,,,,,,,,,,,5409 AVENUE F,AUSTIN,TX,78751,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11293498,11293498,30.31931435,-97.71989866,"(30.31931435, -97.71989866)"
BP,Building Permit,2015-034066 BP,R- 645 Demolition One Family Homes,Demolition,No,7203 ANTOINE CIR,Total demo of home  circa 1977,0330030305,Lot 30 Block C Subdivision ONION CREEK PLANTATIONS SEC 1,2015/03/23,2015/03/30,MONDAY,2015,2015,No,Permit Center,Active,2017/03/30,,1900,,,,$6100.00,1,1,,,,,,,,,,,7203 ANTOINE CIR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11318238,11318238,30.16837718,-97.74067399,"(30.16837718, -97.74067399)"
BP,Building Permit,2008-059312 BP,R- 645 Demolition One Family Homes,Demolition,No,1014 W 31ST ST,Demolish a one story SF res and 2 wood buildings including foundations and terminating any connecting utilities See 2009011090 for repermit,0219011316,Lot   Block   Subdivision JONES AND SEDWICK,2008/07/17,2008/07/29,TUESDAY,2008,2008,No,Permit Center,VOID,2009/01/25,,500,,,,$5000.00,1,1,,,,,,,,,,,1014 W 31ST ST,AUSTIN,TX,78705,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10176461,10176461,30.30070558,-97.74688775,"(30.30070558, -97.74688775)"
BP,Building Permit,2009-032358 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,2401 WESTOVER RD,Repermitting for expired demolition permit number 0816439BP Demolish a detached garage Structure already demolished,0118040307,Lot 7 Block 2 Subdivision,2008/02/14,2009/04/15,WEDNESDAY,2009,2009,No,Permit Center,Final,2010/07/20,2010/07/20,0,,,,$3000.00,1,0,,,,,,,,,,,2401 WESTOVER RD,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10261116,10261116,30.301498,-97.76152914,"(30.301498, -97.76152914)"
BP,Building Permit,2008-079270 BP,R- 645 Demolition One Family Homes,Demolition,No,3006 FONTANA DR,Demolish a NONEXISTENT circa 1956 1 story 825 square foot single family residence Demolished without a permit paid investigation fee See 2011078434,0405031204,Lot 4 Block D Subdivision SOUTH PARK SEC 1,2008/10/06,2008/10/10,FRIDAY,2008,2009,No,Permit Center,VOID,2009/04/08,,825,,,,$5000.00,1,1,,,,,,,,,,,3006 FONTANA DR,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10200506,10200506,30.2340264,-97.76149831,"(30.2340264, -97.76149831)"
BP,Building Permit,2014-062262 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1812 AGGIE LN,Total demo of detached shed,0236060920,LOT 14 BLK U RESUB OF BLK U  N 12 OF BLK Q CRESTVIEW ADDN SEC 4,2014/06/11,2014/06/18,WEDNESDAY,2014,2014,No,Permit Center,Final,2015/03/04,2015/03/04,1350,,,,$5000.00,1,1,,,,,,,,,,,1812 AGGIE LN,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11164057,11164057,30.34910546,-97.72864634,"(30.34910546, -97.72864634)"
BP,Building Permit,2012-108499 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3311 BRIDLE PATH,Demolition permit for a detached garage that was demolished without a permit  A carport was constructed in its place without a permit and will be demolished as well,0116081003,Lot 6 Block 2 Subdivision TOBIN  JOHNSON'S SUBDIVISION,2012/10/25,2012/10/25,THURSDAY,2012,2013,No,Permit Center,Final,2013/03/28,2013/03/28,240,,,,$0.00,1,0,,,,,,,,,,,3311 BRIDLE PATH,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10848943,10848943,30.29502784,-97.77740904,"(30.29502784, -97.77740904)"
BP,Building Permit,2009-035072 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3102 BEVERLY RD,Repermitting for expired demolition permit number 0871831BP Demolish a circa 1948 1 story 400 square foot detached garage STRUCTURE ALREADY DEMOLISHED,0118020910,Lot 14 Block 4 Subdivision,2009/04/23,2009/04/23,THURSDAY,2009,2009,No,Permit Center,Final,2009/08/07,2009/08/07,400,,,,$500.00,1,0,,,,,,,,,,,3102 BEVERLY RD,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10264239,10264239,30.30438538,-97.75602883,"(30.30438538, -97.75602883)"
BP,Building Permit,2012-057379 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1701 BRACKENRIDGE ST,Demolish detached carport,0302001305,LOT 8  N PART OF LOT 9 FAIRVIEW PARK,2012/06/08,2012/06/11,MONDAY,2012,2012,No,Permit Center,Final,2013/05/21,2013/05/21,0,,,,$0.00,1,0,,,,,,,,,,,1701 BRACKENRIDGE ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10779169,10779169,30.24619099,-97.74824021,"(30.24619099, -97.74824021)"
BP,Building Permit,2008-043173 BP,R- 645 Demolition One Family Homes,Demolition,No,4606 LEDESMA RD,demo sf residence,0208180118,Lot 3 Block 1 Subdivision CHERNOSKY SUBDIVISION NO 7,2008/05/23,2008/06/05,THURSDAY,2008,2008,No,Permit Center,Final,2008/08/06,2008/08/06,669,,,,$1250.00,1,1,,,,,,,,,,,4606 LEDESMA RD,AUSTIN,TX,78721,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10156702,10156702,30.27393647,-97.68960767,"(30.27393647, -97.68960767)"
BP,Building Permit,2015-125062 BP,R- 645 Demolition One Family Homes,Demolition,No,1900 FORD ST,Total demo of home  Circa 1940,0100060318,Lot 4 Block   Subdivision STOVALL R C SR SUBDN,2015/09/02,2015/10/19,MONDAY,2015,2016,No,Permit Center,Active,2017/10/19,,1140,,,,$4500.00,1,1,,,,,,,,,,,1900 FORD ST,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11431729,11431729,30.25359032,-97.771701,"(30.25359032, -97.771701)"
BP,Building Permit,2011-103616 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,8803 N MOPAC EXPY NB,total demolition including foundation of a 45500 gallon steel petroleum aboveground storage tank  202,0245040403,ABS 792 SUR 18 WALLACE J P ACR 331,2011/11/10,2012/03/02,FRIDAY,2012,2012,No,Permit Center,Active,2016/07/26,,0,,,,$0.00,1,0,,,,,,,,,,,8803 N MOPAC EXPY NB,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10680303,10680303,30.37595451,-97.73814791,"(30.37595451, -97.73814791)"
BP,Building Permit,2015-066720 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,4707 WOODVIEW AVE,Total demo of garage,0225030717,Lot 4 Block C Subdivision ROSEDALE ESTATES,2015/03/11,2015/06/04,THURSDAY,2015,2015,No,Permit Center,Active,2017/06/04,,360,,,,$600.00,1,1,,,,,,,,,,,4707 WOODVIEW AVE,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11364359,11364359,30.32063167,-97.74374768,"(30.32063167, -97.74374768)"
BP,Building Permit,2010-050703 BP,R- 645 Demolition One Family Homes,Demolition,No,2511 HARTFORD RD,Demolish a circa 1948 1 story 1402 square foot single family residence See 2010108198 for repermit ONLY WENT TO HLC NO ATTACHMENTS IN AMANDA ALSO NO RECORDS ON CCW,0117021404,Lot 6 Block 25 Subdivision PEMBERTON HEIGHTS SEC 7,2009/12/23,2010/06/10,THURSDAY,2010,2010,No,Permit Center,VOID,2010/12/07,,0,,,,$12000.00,1,1,,,,,,,,,,,2511 HARTFORD RD,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10451158,10451158,30.29523671,-97.75748068,"(30.29523671, -97.75748068)"
BP,Building Permit,2013-082299 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,302 W 34TH ST,Total demo of storage shed,0218040717,Lot 14 Block   Subdivision,2013/08/07,2013/08/07,WEDNESDAY,2013,2013,No,Permit Center,Final,2014/04/03,2014/04/03,225,,,,$1000.00,1,1,,,,,,,,,,,302 W 34TH ST,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10996893,10996893,30.2992258,-97.73681656,"(30.2992258, -97.73681656)"
BP,Building Permit,2011-115372 BP,R- 645 Demolition One Family Homes,Demolition,No,1212 E 10TH ST,Demolish a circa 1906 1 story 668 square foot single family residence,0205071108,Lot 5 Block   Subdivision STUART  MAIRS SUBDIVISION,2011/12/14,2011/12/27,TUESDAY,2011,2012,No,Permit Center,Final,2012/04/18,2012/04/18,668,,,,$1000.00,1,1,,,,,,,,,,,1212 E 10TH ST,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10698104,10698104,30.26765927,-97.72688625,"(30.26765927, -97.72688625)"
BP,Building Permit,2009-017089 BP,R- 645 Demolition One Family Homes,Demolition,No,2410 QUARRY RD,Repermitting for expired demolition permit  0840888BP  Demolish a circa 1955 single family residence  structure already demolished and new structure currently being built,0113060534,Lot 2 Block   Subdivision,2009/03/06,2009/03/06,FRIDAY,2009,2009,No,Permit Center,Final,2009/04/07,2009/04/07,0,,,,$0.00,2,1,,,,,,,,,,,2410 QUARRY RD,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10243972,10243972,30.28697527,-97.77067873,"(30.28697527, -97.77067873)"
BP,Building Permit,2011-060229 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,2400 NUECES ST,Demo Wooldridge Hall  600 w 24th 2nd floor,0214011002,Lot 3 Block   Subdivision RAINEYS FRANK SUBDN  BLK 48 DIV D  1885,2011/06/23,2011/07/13,WEDNESDAY,2011,2011,No,Permit Center,Final,2011/11/30,2011/11/30,0,,,,$0.00,4,1,,,,,,,,,,,2400 NUECES ST,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10618930,10618930,30.28821552,-97.74344478,"(30.28821552, -97.74344478)"
BP,Building Permit,2010-012530 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,4705 AVENUE H,Total demo of a circa 1937 212SF detached garageVoided permit new permit issued refer to pmt 2010073155BP,0221081003,Lot 30 Block 1 Subdivision HIGHLANDS  THE,2010/01/26,2010/02/16,TUESDAY,2010,2010,No,Permit Center,VOID,2010/08/15,,212,,,,$500.00,1,1,,,,,,,,,,,4705 AVENUE H,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10400523,10400523,30.31041199,-97.72330017,"(30.31041199, -97.72330017)"
BP,Building Permit,2014-086305 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,5224 N LAMAR BLVD,Total demolition of a 912sf rock and wood framed commercial structure Slab foundation to remain,0225050105,ABS 697 SUR 7 SPEAR G W ACR 05230,2014/08/14,2014/08/20,WEDNESDAY,2014,2014,No,Permit Center,Expired,2015/08/11,,0,,,,$0.00,1,0,,,,,,,,,,,5224 N LAMAR BLVD,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11199360,11199360,30.32057777,-97.73022167,"(30.32057777, -97.73022167)"
BP,Building Permit,2010-106398 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,6204 BIG HORN CIR,Demolish a storage shed moved onto property without a permit,0404380107,Lot 17 Block D Subdivision,2010/12/13,2010/12/17,FRIDAY,2010,2011,No,Permit Center,Expired,2011/06/15,,450,,,,$1600.00,1,1,,,,,,,,,,,6204 BIG HORN CIR,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10525403,10525403,30.246052,-97.87933192,"(30.246052, -97.87933192)"
BP,Building Permit,2013-034980 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,4404 SINCLAIR AVE,Total demo of garage,0223020616,Lot 3 Block 14 Subdivision ROSEDALE  D,2013/04/08,2013/04/08,MONDAY,2013,2013,No,Permit Center,Final,2013/06/14,2013/06/14,342,,,,$1500.00,1,1,,,,,,,,,,,4404 SINCLAIR AVE,AUSTIN,TX,78756,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10926036,10926036,30.31573681,-97.74501076,"(30.31573681, -97.74501076)"
BP,Building Permit,2013-063761 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,5505 WASSON RD,Total demolition including foundation of a 1Story 1404sf concrete and tile building Refer to EXPIRED BP 2012089104  Demolition was complete in January 2013 Final inspection never called in,0418050127,LOT 12 BLK A MENEM SUBD,2013/06/19,2013/06/19,WEDNESDAY,2013,2013,No,Permit Center,Final,2013/07/09,2013/07/09,0,,,,$10000.00,1,0,,,,,,,,,,,5505 WASSON RD,AUSTIN,TX,78745,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10968782,10968782,30.2050084,-97.77401832,"(30.2050084, -97.77401832)"
BP,Building Permit,2014-072249 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1606 MOHLE DR,Total demo of detached carport  Located in NRHD,0118010930,Lot 16 Block   Subdivision SUMMIT PLACE,2014/07/02,2014/07/17,THURSDAY,2014,2014,No,Permit Center,Active,2016/07/17,,550,,,,$1000.00,1,1,,,,,,,,,,,1606 MOHLE DR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11180047,11180047,30.30073181,-97.75446871,"(30.30073181, -97.75446871)"
BP,Building Permit,2011-010828 BP,R- 645 Demolition One Family Homes,Demolition,No,5108 LOTT AVE,Demolish a circa 1958 1 story 624 square foot FIRE DAMAGED single family residence  Court ordered,0209190301,Lot 10 Block 4 Subdivision MASONFIELD SUBDIVISION,2011/02/10,2011/02/14,MONDAY,2011,2011,No,Permit Center,Final,2011/05/10,2011/05/10,624,,,,$0.00,1,1,,,,,,,,,,,5108 LOTT AVE,AUSTIN,TX,78721,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10545802,10545802,30.27562703,-97.68250761,"(30.27562703, -97.68250761)"
BP,Building Permit,2011-015727 BP,R- 645 Demolition One Family Homes,Demolition,No,5601 BURROUGH CV,Demolish a circa 1972 1 story 2406 square foot single family residence,0412150441,Lot 8 Block T Subdivision CHERRY CREEK PHASE 2 SEC 5,2011/02/28,2011/03/02,WEDNESDAY,2011,2011,No,Permit Center,Expired,2011/08/29,,2406,,,,$4200.00,1,1,,,,,,,,,,,5601 BURROUGH CV,AUSTIN,TX,78745,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10552360,10552360,30.22142358,-97.80705498,"(30.22142358, -97.80705498)"
BP,Building Permit,2009-098676 BP,R- 645 Demolition One Family Homes,Demolition,No,812 PATTON AVE,Demolish a circa 1958 1 story 1652 square foot single family residence,0307200505,Lot 6 Block 1 Subdivision BERGSTROM DOWNS NO 1,2009/08/31,2009/09/02,WEDNESDAY,2009,2009,No,Permit Center,Expired,2010/03/01,,1652,,,,$4800.00,1,1,,,,,,,,,,,812 PATTON AVE,AUSTIN,TX,78742,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10335253,10335253,30.23231031,-97.68178662,"(30.23231031, -97.68178662)"
BP,Building Permit,2015-000786 BP,R- 645 Demolition One Family Homes,Demolition,No,6902 ONION CROSSING CT,Total demo of home  Located in 25yr floodplain,0328010320,Lot 20 Block J Subdivision ONION CREEK FOREST SEC 2,2015/01/03,2015/02/03,TUESDAY,2015,2015,No,Permit Center,Active,2017/02/03,,0,,,,$1600.00,1,1,,,,,,,,,,,6902 ONION CROSSING CT,AUSTIN,,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11272103,11272103,30.1748295,-97.74883871,"(30.1748295, -97.74883871)"
BP,Building Permit,2008-023613 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1403 W 51ST ST,demo wood storage,0226040116,Lot 2 Block   Subdivision SMITH A  PF  ADDN,2008/03/26,2008/04/29,TUESDAY,2008,2008,No,Permit Center,VOID,2008/10/26,,100,,,,$1000.00,1,1,,,,,,,,,,,1403 W 51ST ST,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10132277,10132277,30.32163351,-97.73779871,"(30.32163351, -97.73779871)"
BP,Building Permit,2012-127819 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3213 BRYKER DR,Repermitting for expired PR  BP  Demolish a circa 1941 1 story 434 square foot detached garage,0120011107,Lot 11 Block 6 Subdivision BRYKERWOODS E,2012/12/31,2012/12/31,MONDAY,2012,2013,No,Permit Center,Final,2013/06/14,2013/06/14,434,,,,$0.00,1,0,,,,,,,,,,,3213 BRYKER DR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10876268,10876268,30.30544026,-97.75377867,"(30.30544026, -97.75377867)"
BP,Building Permit,2008-019982 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3911 AVENUE G,demo detached garage only,0218060206,Lot 28 Block   Subdivision SHADOW LAWN,2008/03/12,2008/03/21,FRIDAY,2008,2008,No,Permit Center,Final,2008/05/01,2008/05/01,300,,,,$1500.00,1,1,,,,,,,,,,,3911 AVENUE G,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10127307,10127307,30.30172988,-97.7300993,"(30.30172988, -97.7300993)"
BP,Building Permit,2013-124018 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,5011 AIRPORT BLVD,Total demolition of a 1875sqft woodframed commercial structure on a concrete foundation Concrete foundation to remain,0222111902,Lot 4 Block   Subdivision RIDGETOP,2013/11/26,2013/11/26,TUESDAY,2013,2014,No,Permit Center,Final,2014/08/05,2014/08/05,1875,,,,$5000.00,1,0,,,,,,,,,,,5011 AIRPORT BLVD,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11055892,11055892,30.31187979,-97.71516435,"(30.31187979, -97.71516435)"
BP,Building Permit,2015-104277 BP,R- 645 Demolition One Family Homes,Demolition,No,5200 KNIGHT CIR,Total demolition of main residence,0221150134,Lot 14 Block G Subdivision WINDSOR PARK SEC 2,2015/08/17,2015/09/04,FRIDAY,2015,2015,No,Permit Center,Active,2017/09/04,,1123,,,,$5000.00,1,1,,,,,,,,,,,5200 KNIGHT CIR,AUSTIN,TX,78723,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11407762,11407762,30.30604458,-97.69897287,"(30.30604458, -97.69897287)"
