PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
BP,Building Permit,2013-057292 BP,R- 434 Addition & Alterations,Addition,No,4203 AVENUE C,Addition and roll in expired permit BP 80002445  Partial demolition permit included   Addition includes addition of a 1story screened porch and hallway addition of 1story of office and master bathroom expansion on north side of existing house and addition of 2story studio to east of existing house connected by a new hallway  Scope of work included in Expired Permit 8000245 BP included  Relocation of Tankless Water Heater from existing residence to new studioworkshop,0221051402,Lot 12 Block   Subdivision HYDE PARK NO 2 AMENDED,2013/02/25,2013/06/04,TUESDAY,2013,2013,No,Permit Center,Final,2014/08/26,2014/08/26,,,1245,,$150000.00,2,1,,,,,,,,,,,4203 AVENUE C,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10958308,10958308,30.30639861,-97.73192911,"(30.30639861, -97.73192911)"
BP,Building Permit,2011-113461 BP,R- 434 Addition & Alterations,Addition,No,809 ORLAND BLVD,partial demo of rear of sfres to accomodate addition of living room,0412090206,Lot 6 Block D Subdivision GREENWOOD FOREST SEC 1,2011/12/19,2011/12/19,MONDAY,2011,2012,No,Permit Center,Final,2012/03/05,2012/03/05,,,256,,$16000.00,1,1,,,,,,,,,,,809 ORLAND BLVD,AUSTIN,TX,78745,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10695885,10695885,30.21749936,-97.77948268,"(30.21749936, -97.77948268)"
BP,Building Permit,2012-087284 BP,R- 434 Addition & Alterations,Addition and Remodel,No,211 BONNIEVIEW,Partial demo of existing sf residence south and east exterior walls to accomodate a new single story addition for a full bathroom and laundry room  Also interior remodel of existing sf residence to include electrical and plumbing as needed Add new screened in porch attached to master bedroom,0201010704,Lot 3 Block 4 Subdivision NORWOOD HEIGHTS,2012/07/11,2012/08/29,WEDNESDAY,2012,2012,No,Permit Center,Final,2013/03/27,2013/03/27,,,255,$20000.00,$35000.00,1,1,,$5000.00,,$5000.00,,$5000.00,,$5000.00,,,211 BONNIEVIEW,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10819060,10819060,30.25346846,-97.74538422,"(30.25346846, -97.74538422)"
BP,Building Permit,2013-095455 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1309 HARRIET CT,Partial demo of the southwest wall for addition Expand existing bedroom add new bathroom and walkincloset Tie into existing electrical plubing HVAC Match comp roof new hardi siding New rear covered porch,0226040608,Lot 4 Block B Subdivision WILLA PLACE,2013/08/21,2013/10/07,MONDAY,2013,2014,No,Permit Center,Final,2014/03/21,2014/03/21,,,326,$6050.00,$48050.00,1,1,,$4500.00,,$750.00,,$600.00,,$200.00,,,1309 HARRIET CT,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11014679,11014679,30.3230326,-97.73599203,"(30.3230326, -97.73599203)"
BP,Building Permit,2012-081416 BP,R- 434 Addition & Alterations,Addition and Remodel,No,7308 MOON ROCK RD,Partial demolition of exterior wall to accomodate new screened in porch over existing patio interior remodel at kitchen area,0422480811,Lot 10 Block F Subdivision LA CROSSE SUBDIVISION SEC 3,2012/07/24,2012/09/12,WEDNESDAY,2012,2012,No,Permit Center,Final,2012/11/13,2012/11/13,,,225,$2000.00,$19000.00,1,1,,$1000.00,,$1000.00,,$0.00,,$0.00,,,7308 MOON ROCK RD,AUSTIN,TX,78739,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10811644,10811644,30.1972966,-97.90245443,"(30.1972966, -97.90245443)"
BP,Building Permit,2009-043984 BP,R- 434 Addition & Alterations,Addition and Remodel,No,802 W ELIZABETH ST,Partial demo to remove a portion of northeast wall to create two doors  Remodel to northeast wall to create two door spaces to access new bedroom  Addition to add 192 sq ft for a new bedroom to rear,0101010409,Lot 17 Block   Subdivision SOUTH HEIGHTS  1894,2009/04/22,2009/05/04,MONDAY,2009,2009,No,Permit Center,Final,2009/06/15,2009/06/15,,,192,$200.00,$7000.00,1,1,,$200.00,,$0.00,,$0.00,,$0.00,,,802 W ELIZABETH ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10273649,10273649,30.25191703,-97.75669749,"(30.25191703, -97.75669749)"
BP,Building Permit,2013-064456 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1221 HAVRE LAFITTE DR,Partial demo of roof and portion of wall addition of new second floor within the existing space,0105130220,Lot 50 Block A Subdivision TREEMONT PH B SEC 5,2013/05/29,2013/06/24,MONDAY,2013,2013,No,Permit Center,Final,2013/10/09,2013/10/09,,,282,$18500.00,$18500.00,2,1,,$13500.00,,$3000.00,,$2000.00,,$0.00,,,1221 HAVRE LAFITTE DR,AUSTIN,TX,78746,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10969600,10969600,30.26702508,-97.7960015,"(30.26702508, -97.7960015)"
BP,Building Permit,2011-048523 BP,R- 435 Renovations/Remodel,Remodel,No,5408 DUVAL ST,Partial Demolition to Detached garage to Rear of Property  Will be Removing Two Portions of the Stucture in the Front and back  Turning Garage into Storage Space New Sq footage 150sqft Will be connecting Electrical and Plumbing service to the new Shed,0225101204,Lot 9 Block   Subdivision HIGHLANDS  THE,2011/05/25,2011/06/07,TUESDAY,2011,2011,No,Permit Center,Final,2011/08/17,2011/08/17,,150,,$10370.00,,1,1,,$6370.00,,$1500.00,,$0.00,,$2500.00,,,5408 DUVAL ST,AUSTIN,TX,78751,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10599837,10599837,30.31819074,-97.71766875,"(30.31819074, -97.71766875)"
BP,Building Permit,2008-042170 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1310 ELTON LN,Partial demolition to expand front porch to the front  add carport to front  replace two windows with doors  change use from duplex to single family residence,0113060104,Lot 2 Block   Subdivision SMITHBENNETT SUBDIVISION,2008/05/08,2008/06/03,TUESDAY,2008,2008,No,Permit Center,Final,2008/08/20,2008/08/20,,,732,$5000.00,$59943.00,1,1,,$5000.00,,$0.00,,$0.00,,$0.00,,,1310 ELTON LN,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10155444,10155444,30.2870269,-97.77009741,"(30.2870269, -97.77009741)"
BP,Building Permit,2008-046058 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2501 FOREST BEND DR,Partial demolition to construct 2 story addtn to exst 2 story sf res to expand stairwell and reconfig bathroom Rmdl kitchen replace windowsdoors,0101140209,Lot 10 Block B Subdivision,2008/06/13,2008/06/13,FRIDAY,2008,2008,No,Permit Center,Final,2008/09/24,2008/09/24,,,50,$31600.00,$188000.00,2,1,,$16000.00,,$6800.00,,$0.00,,$8800.00,,,2501 FOREST BEND DR,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10160172,10160172,30.2536707,-97.79175563,"(30.2536707, -97.79175563)"
BP,Building Permit,2012-105593 BP,R- 434 Addition & Alterations,Addition and Remodel,No,103 LAUREL LN,partial demo of screened porch new screeened porch remodel kitchen,0216040611,Lot 2 Block 2 Subdivision UNIVERSITY HEIGHTS,2012/09/07,2012/12/04,TUESDAY,2012,2013,No,Permit Center,Final,2013/07/09,2013/07/09,,,8,$54000.00,$54000.00,1,1,,$44000.00,,$5000.00,,$0.00,,$5000.00,,,103 LAUREL LN,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10845646,10845646,30.29599174,-97.73683384,"(30.29599174, -97.73683384)"
BP,Building Permit,2014-026314 BP,R- 434 Addition & Alterations,Addition and Remodel,No,9701 ANCHUSA TRL,Partial demo of 2 walls ceiling  roof to be removed on NW corner of house Remodel TV room bar  closet Addition to enlarge TV room add an attached rear covered patio with outdoor kitchen attached dining rm family rm kitchen screened porch guest bedrm guest bathrm full bathrm  craft rm in rear  attached front carport,0101500503,Lot 16 Block   Subdivision HILL COUNTRY PHASE IIB,2014/02/05,2014/03/19,WEDNESDAY,2014,2014,No,Permit Center,Final,2015/11/10,2015/11/10,,,3399,$12100.00,$60000.00,1,1,,$7500.00,,$2500.00,,$2100.00,,$0.00,,,9701 ANCHUSA TRL,AUSTIN,TX,78736,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11106292,11106292,30.25772498,-97.90913839,"(30.25772498, -97.90913839)"
BP,Building Permit,2012-001261 BP,R- 434 Addition & Alterations,Addition,No,10421 STEAMBOAT DR,New addition of accessory apatment connected by breezway to rear of existing sf res apartment will have bedroom bathroom living room and kitchen  Partial demolition of existing breezeway to reconstruct new breezeway and partial demolition of front of garage to accomodate expansion of existing garage,0428300216,Lot 4 Block A Subdivision OAK CREEK PARKE SECTION TWO,2011/12/19,2012/01/06,FRIDAY,2012,2012,No,Permit Center,Final,2012/07/10,2012/07/10,,,847,,$111000.00,1,2,,,,,,,,,,,10421 STEAMBOAT DR,AUSTIN,TX,78749,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10701683,10701683,30.17898488,-97.85479927,"(30.17898488, -97.85479927)"
BP,Building Permit,2013-059536 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1900 E 8TH ST,Partial demolition of rear wall and new addition for master bedroombath and laundry area new back porch and new uncovered wooden deck interior remodel of bathroom and kitchen areas   And repermit BP 12112251 Partial demolition to remove small attached utility closet from the rear of the existing single family residence  Repair  replace siding windows wood as needed on the covered patio,0205081420,Lot 16 Block   Subdivision,2013/04/29,2013/06/10,MONDAY,2013,2013,No,Permit Center,Final,2014/08/12,2014/08/12,,,607,$26000.00,$44000.00,1,1,,$18000.00,,$2000.00,,$3000.00,,$3000.00,,,1900 E 8TH ST,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10960903,10960903,30.26361802,-97.72143483,"(30.26361802, -97.72143483)"
BP,Building Permit,2010-037451 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5013 MARTIN AVE,Partial demo of rear wall in one story single family residence to create a 1012 sq ft addition will also demo existing roof Addition of a nook family room master bedroom and bath closet utility room and uncovered patio Complete remodel of electrical and plumbing system replace sheetrock as needed on existing single family residence,0222110207,Lot 14 Block   Subdivision HIGHLANDS  THE,2010/03/10,2010/04/30,FRIDAY,2010,2010,No,Permit Center,Final,2011/06/22,2011/06/22,,,1356,$3300.00,$75000.00,1,1,,$1500.00,,$800.00,,$0.00,,$1000.00,,,5013 MARTIN AVE,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10433263,10433263,30.31301849,-97.71799598,"(30.31301849, -97.71799598)"
BP,Building Permit,2014-062321 BP,R- 434 Addition & Alterations,Addition and Remodel,No,707 JEWELL ST,partial demoAddition of a new one story bathroom addition 380sqft Permit expired BP 85026998,0101010809,Lot 16 Block 3 Subdivision R G SMITH ADDITION,2014/06/06,2014/10/08,WEDNESDAY,2014,2015,No,Permit Center,Final,2015/05/05,2015/05/05,,,312,$5000.00,$50000.00,1,1,,$4000.00,,$500.00,,$500.00,,$0.00,,,707 JEWELL ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11164126,11164126,30.25058698,-97.75661577,"(30.25058698, -97.75661577)"
BP,Building Permit,2010-079370 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4003 WRIGHTWOOD RD,Partial demolition of exterior wall to accomodate new master bathroom interior wing wall to expand the size of the closet,0216110436,Lot 3 Block 8 Subdivision WILSHIRE WOOD  SEC 2,2010/09/02,2010/09/14,TUESDAY,2010,2010,No,Permit Center,Final,2011/02/23,2011/02/23,,,199,$1000.00,$9410.00,1,1,,$500.00,,$0.00,,$500.00,,$0.00,,,4003 WRIGHTWOOD RD,AUSTIN,TX,78722,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10490114,10490114,30.29599556,-97.71458102,"(30.29599556, -97.71458102)"
BP,Building Permit,2013-096710 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4206 AVENUE D,Partial demolition included  AdditionRemodel of 1story residence and includes repermitting Expired Permits 1993002801BP Addn To Res For Brkfast Room  Remodel and 1993000528 BP Foundation Repair  Addition will add 202sf of to 1st floor for breakfast room addition and remodel of existing 1st floor to accomodate new addition Also adding new stone pavers and wood framed porch landing and steps at rear of residence,0221051412,Lot 23 Block 15 Subdivision HYDE PARK NO 2 AMENDED,2013/08/09,2013/09/13,FRIDAY,2013,2013,No,Permit Center,Final,2015/05/27,2015/05/27,,,241,$4750.00,$50000.00,1,1,,$2500.00,,$1000.00,,$1000.00,,$250.00,,,4206 AVENUE D,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11016177,11016177,30.30619126,-97.73160505,"(30.30619126, -97.73160505)"
BP,Building Permit,2015-149147 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5507 MOUNT BONNELL RD,Partial demolition Addition of 10' to the front of garage,0133071055,,2015/12/02,2016/01/07,THURSDAY,2016,2016,No,Permit Center,Active,2016/10/10,,,,193,$0.00,$50000.00,1,1,,$0.00,,$0.00,,$0.00,,$0.00,,,5507 MOUNT BONNELL RD,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11460017,11460017,30.33939196,-97.77761614,"(30.33939196, -97.77761614)"
BP,Building Permit,2015-095234 BP,R- 434 Addition & Alterations,Addition and Remodel,No,3600 MARCAE CT,partial demomaster bedroom and bathroom addition,0405060415,Lot 6 Block   Subdivision GARDEN VILLA ESTATES,2015/06/29,2015/08/13,THURSDAY,2015,2015,No,Permit Center,Final,2015/12/09,2015/12/09,,,425,$0.00,$60000.00,1,1,,$0.00,,$0.00,,$0.00,,$0.00,,,3600 MARCAE CT,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11397423,11397423,30.23294977,-97.77104171,"(30.23294977, -97.77104171)"
BP,Building Permit,2010-095167 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4910 BOB CAT RUN,Partial demo for existing SF Res to remove north  northwest walls for new addition and rem Additionremodel to add one story addition to enlarge master bedroom  add sunroom and expand office and add cov'd deck to SF Res Remodel interior by removing interior walls  cabinets and upgrading electrical  HVAC,0141090741,LOT 10 NORTH CAT MOUNTAIN SEC 3A AMENDED PUD,2010/10/18,2010/11/03,WEDNESDAY,2010,2011,No,Permit Center,Final,2011/08/25,2011/08/25,,,379,$12000.00,$65000.00,1,1,,$5000.00,,$500.00,,$6500.00,,$0.00,,,4910 BOB CAT RUN,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10511216,10511216,30.36386058,-97.77866776,"(30.36386058, -97.77866776)"
BP,Building Permit,2014-059767 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1600 RIDGEMONT DR,partial demoaddition to first floor and removal of existing carport,0223160713,Lot 22 Block T Subdivision DELWOOD 4 SECTION B,2014/04/23,2014/06/23,MONDAY,2014,2014,No,Permit Center,Active,2016/06/04,,,,932,$44000.00,$60000.00,1,1,,$40000.00,,$4000.00,,$0.00,,$0.00,,,1600 RIDGEMONT DR,AUSTIN,TX,78723,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11160920,11160920,30.31066325,-97.69633618,"(30.31066325, -97.69633618)"
BP,Building Permit,2011-021188 BP,R- 435 Renovations/Remodel,Remodel,No,1806 WILLOW ST,Partial demo of existing sf residence roof to accommodate a new dormer and to remodel the attic to livable space  Complete and total interior remodel of existing sf residence This includes the kitchen bathrooms bedrooms living and dining areas It also includes reconfiguring and replacing plumbing and electrical reconfigure and replace drywall sheetrock and add new HVAC Replace existing windows with new windows Mechanical electrical and plumbing as needed new siding and replace roof and sheathing,0202070914,Lot 13 Block 4 Subdivision LEONARD M TOBINS RESUB OF RIVERSIDE ADDITION,2011/03/16,2011/03/16,WEDNESDAY,2011,2011,No,Permit Center,Final,2012/03/07,2012/03/07,,838,,$18000.00,,1,1,,$5000.00,,$5000.00,,$3000.00,,$5000.00,,,1806 WILLOW ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10560842,10560842,30.25667785,-97.72543387,"(30.25667785, -97.72543387)"
BP,Building Permit,2010-016855 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1401 GARNER AVE,Partial demo of eastern rear wall Addition to add master suite and laundry room Full interior remodel Work to include interior wall demo MEP permits required 2 total bathrooms,0102050504,Lot 6 Block 5 Subdivision BARTON HEIGHTS  A,2009/09/14,2010/03/02,TUESDAY,2010,2010,No,Permit Center,Final,2010/09/17,2010/09/17,,,591,$50000.00,$100000.00,1,1,,$35000.00,,$5000.00,,$5000.00,,$5000.00,,,1401 GARNER AVE,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10405959,10405959,30.25550082,-97.7682161,"(30.25550082, -97.7682161)"
BP,Building Permit,2010-107653 BP,R- 434 Addition & Alterations,Addition,No,8105 COLONY LOOP DR,partial demo of existing sfres  demo of entire back wall and associated roof structure to tie into addition of new bedrooms bathroom dining area and expansion of kitchen no remodel of existing home taking place122710  adding slight remodel scope to exisiting portion of home  removing two closet doors in gameroom at the requirement of inspector and adding a 4' archway from same gameroom to hallway,0219380306,Lot 8 Block   Subdivision,2010/12/13,2010/12/16,THURSDAY,2010,2011,No,Permit Center,Final,2011/05/05,2011/05/05,,,678,,$25000.00,1,1,,,,,,,,,,,8105 COLONY LOOP DR,AUSTIN,TX,78724,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10527266,10527266,30.29785921,-97.62935836,"(30.29785921, -97.62935836)"
BP,Building Permit,2013-003942 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2418 HARTFORD RD,Partial demo and complete interior remodel replacement of existing windows new exterior wood deck repair foundation,0116030804,Lot 4 Block 33 Subdivision PEMBERTON HEIGHTS SEC 7,2012/11/06,2013/01/18,FRIDAY,2013,2013,No,Permit Center,Final,2013/07/09,2013/07/09,,,180,$75000.00,$80000.00,1,1,,$60000.00,,$5000.00,,$5000.00,,$5000.00,,,2418 HARTFORD RD,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10881774,10881774,30.29406226,-97.75871004,"(30.29406226, -97.75871004)"
BP,Building Permit,2011-079034 BP,R- 435 Renovations/Remodel,Remodel,No,2101 RIVERVIEW ST,Partial demo to remove rear 400 Square Feet Of existing 2nd Unit refer to expired permit  2006027312BP  Remodel to change use from 1 story duplex to 1 story single family residence refer to expired permit  2006027294BP,0200080915,Lot 1 Block   Subdivision BERGMAN VALLEY VIEW ADDN,2011/09/01,2011/09/01,THURSDAY,2011,2011,No,Permit Center,Final,2011/09/02,2011/09/02,,0,,$500.00,,1,1,,$500.00,,$0.00,,$0.00,,$0.00,,,2101 RIVERVIEW ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10646187,10646187,30.25053842,-97.72445605,"(30.25053842, -97.72445605)"
BP,Building Permit,2012-089593 BP,R- 435 Renovations/Remodel,Repair,No,6010 LONG CHAMP CT BLDG 114,Partial Demo of rear deck Repair rear deck  Level 1 remove exterior siding remove glass sliding door and three panel window rebuild rotten framing with treated lumber as required reinstall glass sliding door and three panel window sliding door to fully open replace exterior siding and repaint insulate wall cavity install drywall tape and float repaint four walls in area of work Level Two replace rotten column with 6 x 6 cedar column replace rotten cedar beams with glue lam beams install hardy siding on exterior of glue lam beams install galvanized flashing at foot of 6 x 6 beam column paint to match existing reattach railings as required Level 3 remove concrete topping remove and replace plywood deck replace 1 x 6 deck support planks as required install two layers of commercial grade single ply membrane roofing with edge flashing reattach railings as required Provide temp shoring as required provide temp protection of existing surface carpet etc as required remove waste materials,0131150512,UNT 101 BLD A WINNERS CIRCLE PLUS 416 INT IN COMMON AREA,2012/07/26,2012/09/12,WEDNESDAY,2012,2012,No,Permit Center,Final,2012/10/11,2012/10/11,,0,,$8225.00,$8225.00,2,1,,$8225.00,,$0.00,,$0.00,,$0.00,,,6010 LONG CHAMP CT BLDG 114,AUSTIN,TX,78746,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10821771,10821771,30.33575232,-97.80308461,"(30.33575232, -97.80308461)"
BP,Building Permit,2010-034974 BP,R- 434 Addition & Alterations,Addition,No,2406 TOWBRIDGE CIR,Partial demo of north wall rear in order in order to add a bedroom closet and bathroom to the north of existing one story single family residence,0222210249,Lot 2 Block C Subdivision DEVONSHIRE VILLAGE SMART HOUSING,2010/04/20,2010/04/23,FRIDAY,2010,2010,No,Permit Center,Final,2010/09/16,2010/09/16,,,238,,$1000.00,1,1,,,,,,,,,,,2406 TOWBRIDGE CIR,AUSTIN,TX,78723,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10430477,10430477,30.31211513,-97.68218681,"(30.31211513, -97.68218681)"
BP,Building Permit,2012-113623 BP,R- 434 Addition & Alterations,Addition,No,11012 PAIRNOY LN,Partial demo to remove exst wood deck and cover add screened porch and upper deck above Add spiral staircase and outdoor kitchen area,0424481008,Lot 225 Block   Subdivision THE HIELSCHER AMENDED PLATS OF LOTS 163  164 SECTION 12  SECTION 10,2012/09/18,2012/11/09,FRIDAY,2012,2013,No,Permit Center,Final,2013/02/01,2013/02/01,,,156,,$27450.00,2,1,,,,,,,,,,,11012 PAIRNOY LN,AUSTIN,TX,78739,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10856222,10856222,30.19267993,-97.90337474,"(30.19267993, -97.90337474)"
BP,Building Permit,2014-041290 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1901 DRAKE AVE,Partial demo to rear of existing single family house for 2story addition kitchen extension new family room laundry and screened porch on the ground level  master bedroom bathroom and balcony on the 2nd level,0302001416,Lot 9 Block   Subdivision,2014/03/26,2014/04/25,FRIDAY,2014,2014,No,Permit Center,Final,2014/12/11,2014/12/11,,,801,$20000.00,$90000.00,2,1,,$20000.00,,$0.00,,$0.00,,$0.00,,,1901 DRAKE AVE,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11128037,11128037,30.24412782,-97.74821941,"(30.24412782, -97.74821941)"
BP,Building Permit,2014-100095 BP,R- 438 Residential Garage/Carport Addn,New,No,1906 ANITA DR,Structure is no longer standing new structure being built and required to meet all codes and ordinances    Partial demolition included  Addition to existing singlestory garage to create a twostory garage with study above  1st floor will contain garage and internal stairs  Addition includes 406sf of new 2nd floor area and 77sf of 2nd floor covered balcony area    2nd floor will have one full bathroom and open study area  No sinklavatory outside of full bathroom is allowed,0100060425,Lot 18 Block A Subdivision BARTON HEIGHTS B ANNEX,2014/08/06,2014/09/24,WEDNESDAY,2014,2014,No,Permit Center,Final,2015/06/05,2015/06/05,,,483,,$40000.00,2,1,,,,,,,,,,,1906 ANITA DR,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11219388,11219388,30.25471626,-97.77134165,"(30.25471626, -97.77134165)"
BP,Building Permit,2015-117129 BP,R- 434 Addition & Alterations,Addition and Remodel,No,3504 HARMON AVE,Partial demo of existing 1story single family residence for a remodel and 2story rear addition  Remodel scope of work to include the front porch and reallocation of first floor spaces  Addition to include an enlarged kitchen new dining room 2car attached carport exterior storage space stair to 2nd level and screened porch on the 1st floor  2nd floor addition to include 3 bedrooms and 2 bathrooms  New shed in the back yard is less than 200 SF and does not require a permit,0215080709,Lot 8 Block   Subdivision PLAINVIEW HEIGHTS  RESUB OF E 12 OF  BLK 2,2015/06/26,2015/11/04,WEDNESDAY,2015,2016,No,Permit Center,Withdrawn,2016/05/07,2016/02/03,,,2273,$110000.00,$260000.00,2,1,,$70000.00,,$10000.00,,$15000.00,,$15000.00,,,3504 HARMON AVE,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11422669,11422669,30.29397169,-97.72201427,"(30.29397169, -97.72201427)"
BP,Building Permit,2011-061045 BP,R- 434 Addition & Alterations,Addition,No,5812 GLENHOLLOW PATH,Partial demo of existing sf residence east exterior walls to accomodate a new single story dining room half bath and closet addition  Electrical and plumbing as needed,0417100102,Lot 25 Block B Subdivision FLOURNOYS SWEETBRIAR SEC 3,2011/07/12,2011/07/12,TUESDAY,2011,2011,No,Permit Center,Final,2012/03/20,2012/03/20,,,154,,$23400.00,1,1,,,,,,,,,,,5812 GLENHOLLOW PATH,AUSTIN,TX,78745,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10619838,10619838,30.2041828,-97.78184854,"(30.2041828, -97.78184854)"
